source,target,interaction,weight
marvinrlc,barevalodeleon,mention,1
marvinrlc,barevalodeleon,reply,1
marxchelitavina,barevalodeleon,mention,1
marxchelitavina,fjimenezmingob,mention,1
marxchelitavina,romeoruiz__,mention,1
marxchelitavina,romeoruiz__,reply,1
mas_raul,barevalodeleon,mention,1
mas_raul,ubaldomacu,mention,1
mas_raul,ubaldomacu,reply,1
masalla_3,barevalodeleon,mention,1
masalla_3,harriswhitbeck,mention,1
masalla_3,inguatprensa,mention,1
masalla_3,liwygrazioso,mention,1
masalla_3,mcdguate,mention,1
masalla_3,mingobguate,mention,1
masalla_3,nenucosm81863,mention,1
masalla_3,nenucosm81863,reply,1
master_quejas,barevalodeleon,mention,1
master_quejas,barevalodeleon,reply,1
masterblich,barevalodeleon,mention,1
masterblich,barevalodeleon,reply,1
matias79715506,mpguatemala,mention,1
matias79715506,santipalomov,mention,1
matias79715506,ubaldomacu,mention,1
matias79715506,ubaldomacu,reply,1
matias_jc,__vadertg,mention,1
matias_jc,__vadertg,reply,1
matias_jc,barevalodeleon,mention,1
matias_jc,congresoguate,mention,1
matias_jc,usaidguate,mention,1
matiasvega69,_spguatemala,mention,1
matiasvega69,agn_noticias,mention,1
matiasvega69,barevalodeleon,reply,1
matiasvega69,diariodeca,mention,1
matiasvega69,dtransitopnc,mention,1
matiasvega69,fjimenezmingob,mention,1
matiasvega69,fjimenezmingob,reply,1
matiasvega69,guatemalagob,mention,1
matiasvega69,mingobguate,mention,1
matiasvega69,radio_tgw,mention,1
matuteshute,barevalodeleon,mention,1
matuteshute,drewzecena,mention,1
matuteshute,raulbarreragt,mention,1
matuteshute,robrimola,mention,1
matuteshute,robrimola,reply,1
mauricio_matay,barevalodeleon,mention,1
mauricio_matay,barevalodeleon,reply,1
mauriciogua,barevalodeleon,mention,1
mauriciogua,barevalodeleon,reply,1
mauricioruanom1,barevalodeleon,mention,1
mauricioruanom1,barevalodeleon,reply,1
maurinewyork,__vadertg,mention,1
maurinewyork,__vadertg,reply,1
maurinewyork,congresoguate,mention,1
maurinewyork,ep_investiga,mention,1
maurinewyork,ep_investiga,reply,1
maurinewyork,mpguatemala,mention,1
maurinewyork,ubaldomacu,mention,1
maurinewyork,ubaldomacu,reply,1
maurinewyork,usaidguate,mention,1
max16192,barevalodeleon,mention,1
max16192,ivanduque,mention,1
max16192,ivanduque,reply,1
maximogeronimo6,__vadertg,mention,1
maximogeronimo6,__vadertg,reply,1
maximogeronimo6,barevalodeleon,mention,1
maximogeronimo6,congresoguate,mention,1
maxmart91095509,drgiammattei,mention,1
maxmart91095509,jimmymoralesgt,mention,1
maxmart91095509,mpguatemala,mention,1
maxmart91095509,ottoperezmolina,mention,1
maxmart91095509,santipalomov,mention,1
maxmart91095509,ubaldomacu,mention,1
maxmart91095509,ubaldomacu,reply,1
mayeli25084285,barevalodeleon,mention,1
mayeli25084285,chatagira,mention,1
mayeli25084285,cncguatemala,mention,1
mayeli25084285,guatemalagob,mention,1
mayeli25084285,uclcgt,mention,1
mayeli25084285,vicentecarrera_,mention,1
mayeli25084285,vicentecarrera_,reply,1
mayneythor10,carlitosamiel,mention,1
mayneythor10,carlitosamiel,reply,1
mayneythor10,gxldedibu,mention,1
mayneythor10,gxldedibu,reply,1
mayneythor10,olsenpsico,mention,1
maynorestradagt,barevalodeleon,mention,1
maynorestradagt,guatemalagob,mention,1
maza110vac,dtransitopnc,mention,1
maza110vac,elquenews,mention,1
maza110vac,elquenews,reply,1
maza110vac,fjimenezmingob,reply,1
maza110vac,mingobguate,mention,1
maza110vac,msemillagt,mention,1
maza110vac,mvillacortaof,mention,1
maza110vac,pablocasx1,quote,1
maza110vac,pncdeguatemala,mention,1
maza110vac,ruda_gt,mention,1
maza110vac,ruda_gt,reply,1
maza110vac,samuel_pz,mention,1
maza110vac,vichoguate,mention,1
maza110vac,vichoguate,reply,1
maza110vac,wjmartinv,mention,1
maza110vac,wjmartinv,reply,1
mazariegos_lima,barevalodeleon,reply,1
mazingerz_gt,c_smaldonado,mention,1
mazingerz_gt,c_smaldonado,reply,1
mazingerz_gt,el_pais,mention,1
mazingerz_gt,guatemalagob,mention,1
mazingerz_gt,guatemalagob,reply,1
mbsg1975,barevalodeleon,mention,1
mbsg1975,guatemalagob,mention,1
mbsg1975,guatemalagob,reply,1
mcfrsa,__vadertg,mention,1
mcfrsa,congresoguate,mention,1
mcfrsa,deleagew,mention,1
mcfrsa,deleagew,reply,1
mcfrsa,mpguatemala,mention,1
mcfrsa,santipalomov,mention,1
mcfrsa,ubaldomacu,mention,1
mcfrsa,ubaldomacu,reply,1
mcfrsa,usaidguate,mention,1
mecg456,barevalodeleon,mention,1
mecg456,factor4_gt,mention,1
mecg456,factor4_gt,reply,1
meda_silvi32928,drgiammattei,mention,1
meda_silvi32928,guatemalagob,mention,1
meda_silvi32928,guatemalagob,reply,1
meda_silvi32928,jimmymoralesgt,mention,1
meda_silvi32928,olsenpsico,mention,1
meda_silvi32928,olsenpsico,reply,1
meda_silvi32928,ottoperezmolina,mention,1
meda_silvi32928,uclcgt,mention,1
meda_silvi32928,vicentecarrera_,mention,1
meda_silvi32928,vicentecarrera_,reply,1
mejianivea,barevalodeleon,mention,1
mejianivea,chatagira,mention,1
mejianivea,cncguatemala,mention,1
mejianivea,guatemalagob,mention,1
mejianivea,uclcgt,mention,1
mejianivea,vicentecarrera_,mention,1
mejianivea,vicentecarrera_,reply,1
melbvinmendez22,aquilesfaillace,mention,1
melbvinmendez22,aquilesfaillace,reply,1
melbvinmendez22,barevalodeleon,mention,1
melbvinmendez22,karinapazgt,mention,1
melmoce,bancadasemilla,mention,1
melmoce,barevalodeleon,reply,1
melmoce,guatemalagob,mention,1
melmoce,msemillagt,mention,1
melmoce,wachicoler14688,quote,1
melmoce,wjmartinv,mention,1
melmoce,wjmartinv,reply,1
melsitar,barevalodeleon,mention,1
melsitar,pcampoll,mention,1
melsitar,pcampoll,reply,1
meme_punisher,agenciaocote,mention,1
meme_punisher,agenciaocote,quote,1
meme_punisher,aztecanoticiagt,mention,1
meme_punisher,chairohater502,quote,1
meme_punisher,chatagira,mention,1
meme_punisher,interiano1saul,mention,1
meme_punisher,interiano1saul,reply,1
meme_punisher,lahoragt,quote,1
meme_punisher,ppmp82,mention,1
meme_punisher,santipalomov,mention,1
meme_punisher,ubaldomacu,quote,1
mendezlucy56049,barevalodeleon,mention,1
mendezlucy56049,barevalodeleon,reply,1
mendezrobinson,__vadertg,mention,1
mendezrobinson,__vadertg,reply,1
mendezrobinson,barevalodeleon,mention,1
mendezrobinson,congresoguate,mention,1
mendezrobinson,usaidguate,mention,1
mendiamariela,_spguatemala,mention,1
mendiamariela,agn_noticias,mention,1
mendiamariela,diariodeca,mention,1
mendiamariela,fjimenezmingob,reply,1
mendiamariela,guatemalagob,mention,1
mendiamariela,mpguatemala,mention,1
mendiamariela,noficciongt,mention,1
mendiamariela,noficciongt,quote,1
mendiamariela,pncdeguatemala,mention,1
mendiamariela,radio_tgw,mention,1
mendozarendy,_spguatemala,mention,1
mendozarendy,barevalodeleon,reply,1
mendozarendy,diariodeca,mention,1
mendozarendy,dtransitopnc,mention,1
mendozarendy,elimarios_,mention,1
mendozarendy,elimarios_,reply,1
mendozarendy,fjimenezmingob,mention,1
mendozarendy,fjimenezmingob,reply,1
mendozarendy,gersongudielcas,mention,1
mendozarendy,gersongudielcas,reply,1
mendozarendy,guatemalagob,reply,1
mendozarendy,mingobguate,mention,1
mendozarendy,pncdeguatemala,mention,1
mendozarendy,ubaldomacu,mention,1
mendozarendy,ubaldomacu,reply,1
menjivar2007,barevalodeleon,mention,1
menjivar2007,elojodelcerro,mention,1
menjivar2007,elojodelcerro,reply,1
menjivar2007,gersongudielcas,mention,1
mesas752066,__vadertg,mention,1
mesas752066,__vadertg,reply,1
mesas752066,barevalodeleon,mention,1
mesas752066,congresoguate,mention,1
mesas752066,drgiammattei,mention,1
mesas752066,jimmymoralesgt,mention,1
mesas752066,usaidguate,mention,1
mfss3890,barevalodeleon,mention,1
mfss3890,felixsinexcusas,mention,1
mfss3890,guatemalagob,mention,1
mfss3890,rafaelae1967,mention,1
mfss3890,rafaelae1967,reply,1
mgaitano100,barevalodeleon,mention,1
mgaitano100,ivanduque,mention,1
mgaitano100,ivanduque,reply,1
mgaitano100,juanda158392211,quote,1
mgonzalez55698,barevalodeleon,mention,1
mgonzalez55698,elquenews,mention,1
mgonzalez55698,elquenews,reply,1
mgonzalez55698,fjimenezmingob,mention,1
mgts3547,48_cantonestoto,mention,1
mgts3547,barevalodeleon,mention,1
mgts3547,cescobarsarti,mention,1
mgts3547,fercajas,mention,1
mgts3547,fercajas,reply,1
mgts3547,karinherreravp,mention,1
michideflores,chinchinpopokom,mention,1
michideflores,chinchinpopokom,reply,1
michideflores,elimarios_,mention,1
michideflores,elimarios_,reply,1
michideflores,gersongudielcas,reply,1
michideflores,olsenpsico,mention,1
michifiu23,chatagira,mention,1
michifiu23,cncguatemala,mention,1
michifiu23,fjimenezmingob,mention,1
michifiu23,mingobguate,mention,1
michifiu23,sandra_jovelp,mention,1
midesgt,barevalodeleon,mention,1
midesgt,guatemalagob,mention,1
midnitegt,barevalodeleon,mention,1
midnitegt,drgiammattei,mention,1
midnitegt,jimmymoralesgt,mention,1
midnitegt,ottoperezmolina,mention,1
midnitegt,uclcgt,mention,1
midnitegt,vicentecarrera_,mention,1
midnitegt,vicentecarrera_,reply,1
mig_delavega,barevalodeleon,mention,1
mig_delavega,barevalodeleon,reply,1
miguel175489943,barevalodeleon,mention,1
miguel175489943,guatemalagob,mention,1
miguel175489943,guatemalagob,reply,1
miguel175489943,magaguatemala,mention,1
miguel175489943,maynorestradagt,mention,1
miguel24445003,barevalodeleon,mention,1
miguel24445003,drewzecena,mention,1
miguel24445003,drewzecena,reply,1
miguel24445003,raulbarreragt,mention,1
miguel479279560,barevalodeleon,reply,1
miguel479279560,crticaconstru20,mention,1
miguel479279560,crticaconstru20,reply,1
miguel479279560,drewzecena,mention,1
miguel479279560,drewzecena,reply,1
miguel479279560,gersongudielcas,mention,1
miguel479279560,gersongudielcas,reply,1
miguel479279560,guatemalagob,mention,1
miguel479279560,guatemalagob,reply,1
miguel479279560,mendiamariela,mention,1
miguel479279560,mendiamariela,reply,1
miguel_artiga,barevalodeleon,reply,1
miguel_artiga,guatemalagob,mention,1
miguel_artiga,guatemalagob,reply,1
miguel_artiga,mendiamariela,mention,1
miguel_artiga,mendiamariela,reply,1
miguel_artiga,mingobguate,mention,1
miguel_artiga,nenucosm81863,mention,1
miguel_artiga,silviam56972404,mention,1
miguel_artiga,silviam56972404,reply,1
miguelpitomtz,__vadertg,mention,1
miguelpitomtz,__vadertg,reply,1
miguelpitomtz,congresoguate,mention,1
miguelpitomtz,guatemalagob,mention,1
miguelpitomtz,magaguatemala,mention,1
miguelpitomtz,maynorestradagt,mention,1
miguelpitomtz,nydiafer,mention,1
miguelpitomtz,nydiafer,reply,1
miguelpitomtz,usaidguate,mention,1
migueltrag1,_spguatemala,mention,1
migueltrag1,agn_noticias,mention,1
migueltrag1,barevalodeleon,mention,1
migueltrag1,diariodeca,mention,1
migueltrag1,dtransitopnc,mention,1
migueltrag1,fjimenezmingob,mention,1
migueltrag1,fjimenezmingob,reply,1
migueltrag1,guatemalagob,mention,1
migueltrag1,mingobguate,mention,1
migueltrag1,pncdeguatemala,mention,1
migueltrag1,radio_tgw,mention,1
mihumarju1,c_smaldonado,mention,1
mihumarju1,c_smaldonado,reply,1
mihumarju1,cmendeza,mention,1
mihumarju1,el_pais,mention,1
mihumarju1,jczamora,mention,1
mihumarju1,jczamora,reply,1
mihumarju1,jlfont001,mention,1
mihumarju1,lahoragt,mention,1
mihumarju1,marielosmonzon,mention,1
mihumarju1,mendiamariela,mention,1
mihumarju1,mendiamariela,reply,1
mihumarju1,mmendoza_gt,mention,1
mihumarju1,nonoscallarangt,mention,1
mihumarju1,ojguatemala,mention,1
mihumarju1,plazapublicagt,mention,1
mihumarju1,prensacomunitar,mention,1
mike_1087jl,fjimenezmingob,reply,1
mike_1087jl,mendiamariela,mention,1
mike_1087jl,mendiamariela,reply,1
mikecastillo62,fjimenezmingob,mention,1
mikecastillo62,gersongudielcas,mention,1
mikecastillo62,gersongudielcas,reply,1
mikecastillo62,guatemalagob,mention,1
mikecastillo62,mingobguate,mention,1
mikecastillo62,sandra_jovelp,mention,1
mikecastillo62,uclcgt,mention,1
mikecastillo62,vicentecarrera_,mention,1
mikecastillo62,vicentecarrera_,reply,1
mikecrossjdm,barevalodeleon,mention,1
mikecrossjdm,mariamartaumaa1,mention,1
mikecrossjdm,mariamartaumaa1,reply,1
mikecrossjdm,mpguatemala,mention,1
mikecrossjdm,santipalomov,mention,1
mikecrossjdm,ubaldomacu,mention,1
mikepachino_7,civ_guatemala,mention,1
mikepachino_7,donaldoalvr,mention,1
mikepachino_7,donaldoalvr,reply,1
mikepachino_7,felixsinexcusas,mention,1
mikepachino_7,muniguate,mention,1
mikepachino_7,rmensoruin,mention,1
mikepachino_7,royalvaradogt,mention,1
mikepachino_7,royalvaradogt,reply,1
mikepachino_7,rquinonezl,mention,1
mikeraemond,barevalodeleon,reply,1
mikeraemond,mendiamariela,mention,1
mikeraemond,mendiamariela,reply,1
milagrosa_reyes,barevalodeleon,mention,1
milagrosa_reyes,felixsinexcusas,mention,1
milagrosa_reyes,guatemalagob,mention,1
milagrosa_reyes,rafaelae1967,mention,1
milagrosa_reyes,rafaelae1967,reply,1
milanova43,barevalodeleon,mention,1
milanova43,barevalodeleon,reply,1
mildred_gaitan,avillagran502,mention,1
mildred_gaitan,bernardocaal2,mention,1
mildred_gaitan,bernardocaal2,reply,1
mildred_gaitan,foppaguate,mention,1
mildred_gaitan,jlfont001,mention,1
mildred_gaitan,jordanrodas,mention,1
mildred_gaitan,josmchacn2,mention,1
mildred_gaitan,jsandoval1982,mention,1
mildred_gaitan,jul_sando_1962,mention,1
mildred_gaitan,jul_sando_1962,reply,1
mildred_gaitan,marnguate,mention,1
mildred_gaitan,moratayayoel,mention,1
mildred_gaitan,oea_oficial,mention,1
mildred_gaitan,onumujeresgt,mention,1
mildred_gaitan,vozdeltuit,mention,1
miles_mayhem_,barevalodeleon,mention,1
miles_mayhem_,dalexi10,mention,1
miles_mayhem_,dalexi10,reply,1
miles_mayhem_,guatemalagob,mention,1
miles_mayhem_,ubaldomacu,mention,1
milo_fuentes15,barevalodeleon,mention,1
milo_fuentes15,cc_guatemala,mention,1
milo_fuentes15,guatemalagob,mention,1
milo_fuentes15,ricigt1,quote,1
milthon_mc,barevalodeleon,mention,1
milthon_mc,barevalodeleon,reply,1
miltonrcabrera1,amilcarmontejo,mention,1
miltonrcabrera1,barevalodeleon,mention,1
miltonrcabrera1,dtransitopnc,mention,1
miltonrcabrera1,gobernacionsv,mention,1
miltonrcabrera1,kaminaljuyu_vz7,quote,1
miltonrcabrera1,karinherreravp,mention,1
miltonrcabrera1,ninomatute,mention,1
miltonrcabrera1,rquinonezl,mention,1
miltonrcabrera1,rquinonezl,reply,1
mimimansilla,barevalodeleon,mention,1
mimimansilla,fjimenezmingob,mention,1
mimimansilla,guatemalagob,mention,1
mimimansilla,mingobguate,mention,1
mimimansilla,sandra_jovelp,mention,1
mimimansilla,uclcgt,mention,1
mimimansilla,vicentecarrera_,mention,1
mimimansilla,vicentecarrera_,reply,1
minfingt,agendaapmd,mention,1
minfingt,carlosmelgargt,mention,1
minfingt,carlosmelgargt,reply,1
mini_licgt,drewzecena,mention,1
mini_licgt,drewzecena,reply,1
mini_licgt,olsenpsico,mention,1
mini_licgt,olsenpsico,reply,1
mirnadesoto1,aldodavila_gt,mention,1
mirnadesoto1,alegutierrezv,mention,1
mirnadesoto1,allanerodriguez,mention,1
mirnadesoto1,alvaroarzue,mention,1
mirnadesoto1,aztecaguate,mention,1
mirnadesoto1,caoilfhionnanna,mention,1
mirnadesoto1,chatagira,mention,1
mirnadesoto1,cidh,mention,1
mirnadesoto1,cmendeza,mention,1
mirnadesoto1,congresoguate,mention,1
mirnadesoto1,felixsinexcusas,mention,1
mirnadesoto1,frattigiovanni,mention,1
mirnadesoto1,guatemalagob,reply,1
mirnadesoto1,j_alexvaldez,mention,1
mirnadesoto1,jlfont001,mention,1
mirnadesoto1,jodyreporta,mention,1
mirnadesoto1,karinherreravp,mention,1
mirnadesoto1,kimyorion,mention,1
mirnadesoto1,lahoragt,mention,1
mirnadesoto1,magaguatemala,mention,1
mirnadesoto1,marielosmonzon,mention,1
mirnadesoto1,maynorestradagt,mention,1
mirnadesoto1,mineducgt,mention,1
mirnadesoto1,mineducgt,reply,1
mirnadesoto1,mmendoza_gt,mention,1
mirnadesoto1,pacogoldman,mention,1
mirnadesoto1,pgnguatemala,mention,1
mirnadesoto1,plazapublicagt,mention,1
mirnadesoto1,prensacomunitar,mention,1
mirnadesoto1,pressfreedom,mention,1
mirnadesoto1,pvacav,mention,1
mirnadesoto1,quiquegodoy,mention,1
mirnadesoto1,ramonzamora89,mention,1
mirnadesoto1,ramonzamora89,reply,1
mirnadesoto1,raulfalla31,mention,1
mirnadesoto1,rele_cidh,mention,1
mirnadesoto1,rsf_inter,mention,1
mirnadesoto1,rudysalgue,mention,1
mirnadesoto1,rudysalgue,reply,1
mirnadesoto1,samuel_pz,mention,1
mirnadesoto1,statedept,mention,1
mirnadesoto1,un_spexperts,mention,1
mirnadesoto1,unhumanrights,mention,1
mirnadesoto1,veneno_cruz,mention,1
mirnadesoto1,volker_turk,mention,1
mirnadesoto1,wjmartinv,mention,1
mirnadesoto1,wjmartinv,reply,1
mjang0,barevalodeleon,mention,1
mjang0,edusax79,mention,1
mjang0,edusax79,reply,1
mjcolman,barevalodeleon,mention,1
mjcolman,mpguatemala,mention,1
mjcolman,santipalomov,mention,1
mjcolman,ubaldomacu,mention,1
mjcolman,ubaldomacu,reply,1
mmerida65,avillagran502,mention,1
mmerida65,bancadasemilla,mention,1
mmerida65,barevalodeleon,mention,1
mmerida65,elquenews,mention,1
mmerida65,elquenews,reply,1
mmerida65,lucreciapeinado,mention,1
mmerida65,santipalomov,mention,1
mmollinedo1,barevalodeleon,mention,1
mmollinedo1,congresoguate,mention,1
mmollinedo1,congresoguate,reply,1
mmollinedo1,jmilei,quote,1
mmrgt,barevalodeleon,mention,1
mmrgt,guatemalagob,mention,1
mmrgt,ubaldomacu,mention,1
mmrgt,ubaldomacu,reply,1
mnaojil,avillagran502,mention,1
mnaojil,congresoguate,mention,1
mnaojil,joshuajcip,quote,1
mnaojil,oco_motora,mention,1
mnaojil,oco_motora,reply,1
mnaojil,usaidguate,mention,1
mnemosinegt,barevalodeleon,mention,1
mnemosinegt,barevalodeleon,reply,1
mnorgoogmex_y_y,barevalodeleon,mention,1
mnorgoogmex_y_y,osarguatemala1,quote,1
momaantonio,barevalodeleon,reply,1
momaantonio,ecarolina118,mention,1
momaantonio,ecarolina118,reply,1
momaantonio,guatemalagob,reply,1
momaantonio,magaguatemala,mention,1
momaantonio,magaguatemala,reply,1
momaantonio,maynorestradagt,mention,1
momaantonio,mendiamariela,mention,1
momaantonio,mendiamariela,reply,1
momaantonio,scspgt,mention,1
momaantonio,ubaldomacu,mention,1
momaantonio,ubaldomacu,reply,1
monicarabanale1,barevalodeleon,reply,1
monicarabanale1,isapaiz_,mention,1
monicarabanale1,isapaiz_,reply,1
monicarabanale1,karinherreravp,mention,1
monomalteco,crticaconstru20,mention,1
monomalteco,crticaconstru20,reply,1
monomalteco,olsenpsico,mention,1
monomalteco,sw_jrh96,mention,1
monomalteco,vicgarciadice,mention,1
monomalteco,vicgarciadice,reply,1
monse79658848,barevalodeleon,mention,1
monse79658848,elquenews,mention,1
monse79658848,elquenews,reply,1
monse79658848,fjimenezmingob,mention,1
monymmorales,_spguatemala,mention,1
monymmorales,agn_noticias,mention,1
monymmorales,diariodeca,mention,1
monymmorales,fjimenezmingob,mention,1
monymmorales,fjimenezmingob,reply,1
monymmorales,guatemalagob,mention,1
monymmorales,pncdeguatemala,mention,1
monymmorales,radio_tgw,mention,1
monymmorales,waltehermosilla,mention,1
monymmorales,waltehermosilla,reply,1
moquera_agapito,barevalodeleon,mention,1
moquera_agapito,ivanduque,mention,1
moquera_agapito,ivanduque,reply,1
moralesjosea21,aralgo49,mention,1
moralesjosea21,aralgo49,reply,1
moralesjosea21,barevalodeleon,mention,1
moran_barreda,barevalodeleon,mention,1
moran_barreda,cobrejacinto,mention,1
moran_barreda,cobrejacinto,reply,1
moran_barreda,elquenews,mention,1
moran_barreda,fjimenezmingob,mention,1
morawskim56694,gersongudielcas,mention,1
morawskim56694,gersongudielcas,reply,1
morawskim56694,op_ocultomejor,mention,1
morawskim56694,op_ocultomejor,reply,1
morawskim56694,prensacomunitar,mention,1
mottoa_jai718,barevalodeleon,mention,1
mottoa_jai718,ivanduque,mention,1
mottoa_jai718,ivanduque,reply,1
mouseztar,barevalodeleon,mention,1
mouseztar,felixsinexcusas,mention,1
mouseztar,guatemalagob,mention,1
mouseztar,rafaelae1967,mention,1
mouseztar,rafaelae1967,reply,1
mpguatemala,usaidguate,mention,1
mr_andrew89,mpguatemala,mention,1
mr_andrew89,olsenpsico,mention,1
mr_andrew89,olsenpsico,reply,1
mr_andrew89,santipalomov,mention,1
mr_andrew89,ubaldomacu,mention,1
mr_andrew89,ubaldomacu,reply,1
mr_checha,barevalodeleon,mention,1
mr_checha,olsenpsico,mention,1
mr_checha,olsenpsico,reply,1
mr_latigo_,emisorasunidas,mention,1
mr_latigo_,lorenalien_,mention,1
mr_latigo_,lorenalien_,reply,1
mr_latigo_,ronaldmazarie11,mention,1
mr_latigo_,ronaldmazarie11,reply,1
mr_latigo_,waltehermosilla,mention,1
mrckcstl,fjimenezmingob,reply,1
mrdogo35,arronchopa,quote,1
mrdogo35,bancadasemilla,mention,1
mrdogo35,caoilfhionnanna,mention,1
mrdogo35,chepechapin58,mention,1
mrdogo35,chepechapin58,reply,1
mrdogo35,cidh,mention,1
mrdogo35,fiscalnvicto,mention,1
mrdogo35,fiscalnvicto,quote,1
mrdogo35,fiscalnvicto,reply,1
mrdogo35,guatemalagob,reply,1
mrdogo35,jczamora,mention,1
mrdogo35,karinherreravp,mention,1
mrdogo35,mpguatemala,mention,1
mrdogo35,pressfreedom,mention,1
mrdogo35,pvacav,mention,1
mrdogo35,rele_cidh,mention,1
mrdogo35,rsf_inter,mention,1
mrdogo35,santipalomov,mention,1
mrdogo35,soymemegt,quote,1
mrdogo35,ubaldomacu,mention,1
mrdogo35,ubaldomacu,reply,1
mrdogo35,un_spexperts,mention,1
mrdogo35,unhumanrights,mention,1
mrdogo35,volker_turk,mention,1
mrdogo35,wjmartinv,quote,1
mrjack_mas,barevalodeleon,mention,1
mrjack_mas,c_smaldonado,mention,1
mrjack_mas,c_smaldonado,reply,1
mrjack_mas,el_pais,mention,1
mrjack_mas,el_periodico,mention,1
mrodriguezdek,mendiamariela,mention,1
mrodriguezdek,mendiamariela,reply,1
mrodriguezdek,olsenpsico,mention,1
mrodriguezdek,olsenpsico,reply,1
mropinadorgt,barevalodeleon,mention,1
mropinadorgt,barevalodeleon,reply,1
mrsotoma66,barevalodeleon,mention,1
mrsotoma66,mpguatemala,mention,1
mrsotoma66,santipalomov,mention,1
mrsotoma66,ubaldomacu,mention,1
mrsotoma66,ubaldomacu,reply,1
mrvasille,barevalodeleon,mention,1
mrvasille,ivanduque,mention,1
mrvasille,ivanduque,reply,1
mrviajerogt,diaco_gt,mention,1
mrviajerogt,drewzecena,mention,1
mrviajerogt,emisorasunidas,mention,1
mrviajerogt,guatemalagob,mention,1
mrviajerogt,jlfont001,mention,1
mrviajerogt,lahoragt,mention,1
mrviajerogt,lared1061,mention,1
mrviajerogt,marvgcaceres,mention,1
mrviajerogt,marvgcaceres,reply,1
mrviajerogt,publinewsgt,mention,1
mrviajerogt,raulbarreragt,mention,1
mrviajerogt,robrimola,mention,1
mrviajerogt,robrimola,reply,1
mrviajerogt,samuel_pz,mention,1
mrviajerogt,satgt,mention,1
mrviajerogt,soy_502,mention,1
mrviajerogt,viniciogutierr3,mention,1
mrxoki,barevalodeleon,mention,1
mslowg,barevalodeleon,mention,1
mslowg,gersongudielcas,mention,1
mslowg,gersongudielcas,reply,1
mujica2710,barevalodeleon,mention,1
mujica2710,barevalodeleon,reply,1
multifa0suarez,barevalodeleon,mention,1
multifa0suarez,mpguatemala,mention,1
multifa0suarez,santipalomov,mention,1
multifa0suarez,ubaldomacu,mention,1
multifa0suarez,ubaldomacu,reply,1
mundialdeglobos,_odonnell1,mention,1
mundialdeglobos,barevalodeleon,mention,1
mundialdeglobos,gxldedibu,mention,1
mundialdeglobos,gxldedibu,reply,1
mundo9999,__vadertg,mention,1
mundo9999,__vadertg,reply,1
mundo9999,abuelodesiete,mention,1
mundo9999,abuelodesiete,reply,1
mundo9999,caoilfhionnanna,mention,1
mundo9999,cidh,mention,1
mundo9999,congresoguate,mention,1
mundo9999,fjimenezmingob,mention,1
mundo9999,jczamora,mention,1
mundo9999,jczamora,reply,1
mundo9999,magaguatemala,mention,1
mundo9999,marcoan14818708,mention,1
mundo9999,marcoan14818708,reply,1
mundo9999,maynorestradagt,mention,1
mundo9999,olsenpsico,mention,1
mundo9999,olsenpsico,reply,1
mundo9999,poloniodosdiez,mention,1
mundo9999,poloniodosdiez,reply,1
mundo9999,pressfreedom,mention,1
mundo9999,pvacav,mention,1
mundo9999,rele_cidh,mention,1
mundo9999,rsf_inter,mention,1
mundo9999,sandra_jovelp,mention,1
mundo9999,un_spexperts,mention,1
mundo9999,unhumanrights,mention,1
mundo9999,usaidguate,mention,1
mundo9999,volker_turk,mention,1
mundo9999,wuatemalteco,mention,1
munecanice46950,barevalodeleon,reply,1
munecanice46950,olsenpsico,mention,1
munecanice46950,olsenpsico,reply,1
munoz_analu,barevalodeleon,mention,1
munoz_analu,olsenpsico,mention,1
munoz_analu,olsenpsico,reply,1
mununo57,cmendeza,mention,1
mununo57,drewzecena,mention,1
mununo57,drewzecena,reply,1
mununo57,jczamora,mention,1
mununo57,jczamora,reply,1
mununo57,jlfont001,mention,1
mununo57,lahoragt,mention,1
mununo57,marielosmonzon,mention,1
mununo57,mmendoza_gt,mention,1
mununo57,nonoscallarangt,mention,1
mununo57,ojguatemala,mention,1
mununo57,plazapublicagt,mention,1
mununo57,prensacomunitar,mention,1
mvelasquezu,__vadertg,mention,1
mvelasquezu,__vadertg,reply,1
mvelasquezu,barevalodeleon,mention,1
mvelasquezu,congresoguate,mention,1
mvelasquezu,usaidguate,mention,1
mxgodnez,barevalodeleon,mention,1
mxgodnez,mendiamariela,mention,1
mxgodnez,mendiamariela,reply,1
myeyes_adoredu,__vadertg,mention,1
myeyes_adoredu,barevalodeleon,mention,1
myeyes_adoredu,congresoguate,mention,1
myeyes_adoredu,oco_motora,mention,1
myeyes_adoredu,oco_motora,reply,1
myeyes_adoredu,usaidguate,mention,1
mynor007,chatagira,mention,1
mynor007,factor4_gt,mention,1
mynor007,factor4_gt,reply,1
mynor007,guatemalagob,mention,1
mynor007,mineducgt,mention,1
mynor007,mineducgt,reply,1
mynoraroldopab1,herman5818pb,mention,1
mynoraroldopab1,herman5818pb,reply,1
mynoraroldopab1,prensacomunitar,mention,1
mynoraroldopab1,prensacomunitar,reply,1
mynoraroldopab1,vichoguate,mention,1
mynoraroldopab1,vichoguate,reply,1
mynorslt,barevalodeleon,mention,1
mynorslt,guatemalagob,mention,1
mynorslt,ubaldomacu,mention,1
mynorslt,ubaldomacu,reply,1
myrdeleon007,barevalodeleon,mention,1
myrdur,barevalodeleon,mention,1
myrdur,ivanduque,mention,1
myrdur,ivanduque,reply,1
mys_servicios,__vadertg,mention,1
