Username,rawTweet,hashtags,mentions,fromUser
wichomarg,@BArevalodeLeon Ajustado con miados. https://t.co/47k3UaOeZ9,,BArevalodeLeon,
d09f35578704492,"@BArevalodeLeon Si, lo único malo, es que así como va, la está cagando y grueso! Si realmente quiere representar su legado, hágale 🥚🥚 y tome las riendas del gobierno! Desintegre la @CC_Guatemala golpistas de 💩, el @MPguatemala la misma 💩 y no digamos el @OJGuatemala otra cloaca de 💩!",,"BArevalodeLeon, CC_Guatemala, MPguatemala, OJGuatemala",
EdCastillo30336,@GersonGudielCas @BArevalodeLeon Tanta basura visual.,,"GersonGudielCas, BArevalodeLeon",
mjcolman,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Santiago Palomo gana 50k al mes y les parece correcto darse el lujo de no responder?... https://t.co/vUn98iauOt,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
yaelmendez,"@BArevalodeLeon ¡Viva Arevalo!
Que impere la democracia.",,BArevalodeLeon,
luisto50,"@MendiaMariela @BArevalodeLeon Cabal, vi que apoyaba a la selección de fut y nadie lo maltrato como al payaso criminal y a yamagay y a miguel puñal...",,"MendiaMariela, BArevalodeLeon",
LourdesdeCasti2,"@BArevalodeLeon @Alex_balsells Buena tarde!
De toda la descripción que escribieron, qué heredó usted 😬🤭?
-Eficiente, estadista no lo vemos después de 8 meses gobernando.

Su señor padre hubiera alianza con todos los corruptos que usted siempre criticó?

Su señor padre hubiera nombrado ministros tan nefastos? https://t.co/ZczYeNFwH2",,"BArevalodeLeon, Alex_balsells",
Bryanbmx_L,@RafaelAE1967 @GuatemalaGob @BArevalodeLeon @FelixSinExcusas Que no también tiene que ver la municipalidad ?,,"RafaelAE1967, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",
LourdesdeCasti2,"@JADieguez84 @BArevalodeLeon Buena tarde!

Viva pero bien lejos de Guatemala🤣 https://t.co/uNbgjdogEX",,"JADieguez84, BArevalodeLeon",
recinitoslou90,@Eriol_Gt @santipalomov Es que él no es comunicador social (con todo respeto a las prostitutas) Él lo que es... es la puta de @BArevalodeLeon,,"Eriol_Gt, santipalomov, BArevalodeLeon",
KaddV,@wichomarg @Patrici07680625 @UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Mota?? En una escuela? Jajajajajajajajajaja,,"wichomarg, Patrici07680625, UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
spaceboy88fly,"@MarcoAn14818708 @BArevalodeLeon ¿Pueden creer que usó ""pizca"" y ""mancillar"" a lo ""pendejo"" en la publicación  que lo representa?

😲",,"MarcoAn14818708, BArevalodeLeon",
Gatubel23137045,@EmisorasUnidas @BArevalodeLeon Que ridículos los de emisoras vendidas -- haciéndole esta publicidad a Arévalo !,,"EmisorasUnidas, BArevalodeLeon",
alvarado66gt,@jennteinforma No hay clavo politoker es la nueva primavera y mientras @BArevalodeLeon come su carne de Q190 la libra y a vos te pague por lamerle los huevos nada importa.,,"jennteinforma, BArevalodeLeon",
KaddV,"@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala @AztecaGuate en serio esta clase de periodismo es lo de uds? Preguntar por un video que no es trascendental? Necesitan capacitar mejor a su personal , que perdida de tiempo para todos!",,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala, AztecaGuate",
JazeloBendo,"@BArevalodeLeon El un hombre .. Ud un hueco, con el perdón de los huecos 🤷🏻‍♂️",,BArevalodeLeon,
Violetrebelde,@VanitasIdun @CACIFGuatemala @republicagt @BArevalodeLeon Los que ma has contribuido al uso inadecuado del agua no deberían ni hablar del tema,,"VanitasIdun, CACIFGuatemala, republicagt, BArevalodeLeon",
roberwon,"@enriquegw8 @UbaldoMacu @santipalomov @BArevalodeLeon Todos los dísque periodistas de TV Azteca son así, recuerden la que tiene nombre de verdura , antes hacía periodismo de investigación pero disque la asaltaron y ya no volvió a criticar autoridades",,"enriquegw8, UbaldoMacu, santipalomov, BArevalodeLeon",
juliantono400,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Por el sesgo hacia la clase corrupta es que no veo más tv azteca.,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
oscarito_rl,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Jajajajaajajajaja los que “Pregonan” la libertad de expresión, pero si vas contra semilla, zoz corrupto, son un CHISTE MAL CONTADO y aparte lo dicen con “seriedad”",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Estesinoesta,@BArevalodeLeon Mejor recordá que no sos guatemalteco y dudas de que haya sido tu padre,,BArevalodeLeon,
jcarlos223020,@BArevalodeLeon Y esta corrupción si es buena https://t.co/J0vuF2UQT5,,BArevalodeLeon,
kaibilbalam_,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Defender lo indefendible es cosa de zurdos asquerosos.,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
hami417,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Chupale la pija y prestale a tu mujer para que le haga un hijo.,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
jcarlos223020,@GuatemalaGob @BArevalodeLeon Y los mareros para cuando https://t.co/l3P8ZW3C89,,"GuatemalaGob, BArevalodeLeon",
Fredy_Asencio,"@GersonGudielCas @BArevalodeLeon Cada 4 años los electores eligen a sus propios verdugos y expoliadores y, a falta de verdaderas y buenas opciones, se decantan casi siempre por el ""mal menor"", el cual después se vuelve el ""mal mayor"".",,"GersonGudielCas, BArevalodeLeon",
hecch,"@BArevalodeLeon O sea que este esperpento fue canita al aire, lo tuvo como de 70!  Con razón, el esperma debió estar ya degenerado.....",,BArevalodeLeon,
ronivasco11,@BArevalodeLeon 👍👍👍👍,,BArevalodeLeon,
profjels,@BArevalodeLeon ¡Viva Arévalo! ¡Viva Guatemala¡ ¡Viva la revolución!,,BArevalodeLeon,
soyleyenda_1_,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Pendeja salió de la academia albavision ridícula,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
carlos694621,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Todos los defensores de Acefalo son gays,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
castillo_tonito,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Que huevos defender al palomo,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
perez81183,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Vos macuxt, ya no se que escribir. Cómo se le puede llamar a un tipo que escribe grandezas de este gobierno, sabiendo lo mal que estamos ?  Ya dejemos la cantaleta de gobiernos anteriores. Arévalo sabía lo que iba a encontrar",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Matias79715506,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon NI SIQUIERA DESMINTIÓ QUE ERA NETCENTER, SINO QUE AFIRMÓ CON UNA SONRISA",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Domingo2325943,@EmisorasUnidas @BArevalodeLeon Obviamente.  Todos los Guatemaltecos  nos recordamos  de lo cobarde que fue al haber permitido la inoculación  de sifilis  a nuestros  compatriotas,,"EmisorasUnidas, BArevalodeLeon",
PabloElopgt,"@BArevalodeLeon Para que putas 🤣🤣🤣🤣🤣 el maldito se hueveo cualquier cantidad de fincas, enfermó con experimentos a varios guatemaltecos y de postre se reprodujo dejando su plasta de mierda en el país y ahora gobierna, pronto vos comerás mierda también, inútil.",,BArevalodeLeon,
guichochepe,@GxlDeDibu @BArevalodeLeon En tu culo que viva,,"GxlDeDibu, BArevalodeLeon",
arbencista1944,@VicGarciaDice @BArevalodeLeon Así será!,,"VicGarciaDice, BArevalodeLeon",
EstacionDobleA,@ImpactoNoticiGT A LA GRAN PUTA. NO PUEDEN HACER NI MIERDA LOS DE LA DIRECCIÓN GENERAL DE TRANSPORTES. @DGTguate @CIV_Guatemala @BArevalodeLeon,,"ImpactoNoticiGT, DGTguate, CIV_Guatemala, BArevalodeLeon",
Matias79715506,"@BArevalodeLeon Y vos qué has hecho por Guatemala? 
NADA!!!",,BArevalodeLeon,
arbencista1944,@JADieguez84 @BArevalodeLeon Viva Arévalo,,"JADieguez84, BArevalodeLeon",
dondeyvid__,"Vas a los centros de salud porque no queres morirte y te llegan a matar ahí 
Hasta parece que @BArevalodeLeon y @FJimenezmingob están del lado de la delincuencia porque no hacen nada para combatirlo.",,"BArevalodeLeon, FJimenezmingob",vichoguate
vichoguate,"AHORA:

Hombre asesinado dentro de Centro de Salud de colonia San Rafael, zona 18. https://t.co/1wyBwZThvg",,,
arbencista1944,@BArevalodeLeon ¡Viva Arévalo! https://t.co/fFbINbPhze,,BArevalodeLeon,
jorgitovasquez1,"@GuatemalaGob @FelixSinExcusas @CIV_Guatemala @BArevalodeLeon @GuatemalaGob @Guate_Inmortal_ @frattigiovanni 

Arreglen las carreteras!!! Inútiles!!!!

Los Guatemaltecos no tenemos como llegar a nuestros trabajos!! Nos están hundiendo en una crisis!!!",,"GuatemalaGob, FelixSinExcusas, CIV_Guatemala, BArevalodeLeon, GuatemalaGob, Guate_Inmortal_, frattigiovanni",
BrunoDaz1351817,"@UbaldoMacu @BArevalodeLeon Estás a verga serote! 
No generalices! 
El hecho de que ustedes sean marihuanos serotes no significa de que en Guatenala todos fumen porros.",,"UbaldoMacu, BArevalodeLeon",
josehuitt,@BArevalodeLeon Bien recordado pero al hijo a este paso que va no creo sea recordado bien,,BArevalodeLeon,
PurpleS626,@EmisorasUnidas @BArevalodeLeon https://t.co/5raq7quqnJ,,"EmisorasUnidas, BArevalodeLeon",
michideflores,"@chinchinpopokom @OlsenPsico @BArevalodeLeon Opinión de netcenterito no cuenta, igual gracias por participar.",,"chinchinpopokom, OlsenPsico, BArevalodeLeon",
Codigo1990,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Cual respuesta? Directamente Palomo ha demostrado que no están dispuestos a dar ninguna aclaración al pueblo. Más bien, lo que buscan es manipular la opinión de la gente.",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
AllanFAlfa69010,@BArevalodeLeon el apellido no se olvida luchemos por esta patria no demos  mas tiempo....,,BArevalodeLeon,
SyneJoe,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Le dio chorrillo al vocero https://t.co/AeedOnpJWj,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
BenjamiinXXX,"@arthurShp_wf @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Exclamó el cholero de la pelona cabeza de shinola del emepe. Ok, ahora da la cara.",,"arthurShp_wf, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
marielp82893334,"@BArevalodeLeon @raulbarreragt @AVillagran502 @Merce_Moon 

Realmente pueden ver más allá de SU FONDILLO❓️‼️❓️‼️❓️‼️❓️‼️ https://t.co/0RHuFCcbZR",,"BArevalodeLeon, raulbarreragt, AVillagran502, Merce_Moon",fiaheisenberg
fiaheisenberg,"Estoy harta, emputada, indignada. 

Porque no hay fiscalización al MAGA y al MIDES para ver que el milagroso programa propuesto por Abelardo Pinto funcione. 

Porque no hay medicinas para personas con cáncer en el Roosevelt. 

Y así. 

Realmente pueden ver más allá de SUS caprichos?",,,
JuanCar79476492,@BArevalodeLeon https://t.co/DvooRgG2Pc,,BArevalodeLeon,
GerrardEsco,@BArevalodeLeon Ojalá fueras como el 🥲,,BArevalodeLeon,
Ilianagarsa,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna https://t.co/lOBmZEFoVA,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
Alfredo14314093,@AsodeguaONG @GersonGudielCas @BArevalodeLeon 😂😂😂😂😂😂😂😂😂😂,,"AsodeguaONG, GersonGudielCas, BArevalodeLeon",
fercajas,¡Echa un vistazo al vídeo de Fernando Cajas! #TikTok https://t.co/1zx9MODHv2 @KarinHerreraVP @BArevalodeLeon @raulbarreragt,TikTok,"KarinHerreraVP, BArevalodeLeon, raulbarreragt",
jaque_mate2,@BArevalodeLeon Y que se puede esperar de bueno si vive bien Pedo…. 🚬,,BArevalodeLeon,
arthurShp_wf,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Lo increíble es que los ESTUPIDOS sin cerebro, cuestionan a la periodista y no lo que ese mediocre Arevalo está haciendo mal. Que importa quien hizo la pregunta, lo que importa es porque el mediocre Arevalo es un drogadicto y esta en el palacio. Los idiotas no se lo preguntan 🤡",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
arthurShp_wf,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Tartamudear no es ser un maestro 🤡
jajajajajajajaja",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Ilianagarsa,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon https://t.co/MaurNAqxK8,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
denismo73749471,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Será que se graduó en la U de albavision ?,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Vanidades2023,"@BArevalodeLeon Se nos muere de coraje ...
De vergüenza 

Que pecao y que abusivez osar en adjudicarse el trabajo de su padre.

Inútil",,BArevalodeLeon,
drjcvilleda,"@UbaldoMacu @santipalomov @BArevalodeLeon con el pisto BAILA EL PERIODISTA !

Quedo retratada la niña !",,"UbaldoMacu, santipalomov, BArevalodeLeon",
GuaBoomerang,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala https://t.co/2posPmT8Yv,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
Luis21118,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Puta ahora es bichonornoso cuestionar al chucho triste. De verdad quiérete un poco estrena el cerebro,",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
ViejoVe33196008,@elanalistagt2 @ElQueNews @BArevalodeLeon Y el hijo de puta de tu tío ateo es,,"elanalistagt2, ElQueNews, BArevalodeLeon",
JuanpaRivera10,"@BArevalodeLeon Día más mierda ese, igual el día en que vos pedazo de churro mal fumado naciste.",,BArevalodeLeon,
LuisMor_12,"@BArevalodeLeon A Juan José Arévalo Bermejo no le tembló la mano por fuerzas oscuras que atentaron al país, lucho para que hoy en día hayan mejores condiciones para la población que los corruptos han querido oscurecer! 
Haga valer la memoria de su padre, viva Arévalo!!",,BArevalodeLeon,
AbnerCano77,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Bochornoso es oír al tartajo de tu padre Santiago Palomo que queres que te empalome,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
SilviaR07327189,@Sandra_JovelP Como es posible @BArevalodeLeon que @Nery_RamosR le de fondos del congreso a esta Sra. para ir hablar mal del gobierno a USA. Ojo @AVillagran502 y @samuel_pz,,"Sandra_JovelP, BArevalodeLeon, Nery_RamosR, AVillagran502, samuel_pz",
mslowg,@GersonGudielCas @BArevalodeLeon Siii. Creo que con cualquiera estaríamos mejor.,,"GersonGudielCas, BArevalodeLeon",
poolteco,@Marco310367 @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon La ofendió? Uy que cristalito cristalito no la ofendió la puso en su lugar,,"Marco310367, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
ed_columbus,@BArevalodeLeon Viva Arevalo ‼️✅️✔️💯👏👏👏,,BArevalodeLeon,
GustPhographer,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna https://t.co/rttx6ejVbp,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
LionelG76720488,"@BArevalodeLeon Con todo respeto señor presidente, debería de tratar de seguir el ejemplo de su señor padre, es lo que la gente que votó  por usted espera",,BArevalodeLeon,
SarcAcidBoy,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Pasen hilo o la noticia,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
juventinaGonza,@GersonGudielCas @BArevalodeLeon Yo siempre supe que la mejor  opción  @BArevalodeLeon  y lo sigo apoyando,,"GersonGudielCas, BArevalodeLeon, BArevalodeLeon",
xavi6lb,"@wesbernard @vichoguate Poco pedís para esa gente, Guatemala ya no es habitable, dentro de poco será peor que El Salvador con maras y México con narcos, que pena da  @BArevalodeLeon @FJimenezmingob",,"wesbernard, vichoguate, BArevalodeLeon, FJimenezmingob",
MirnaDeSoto1,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna No sean ridículos  cual tortura hasta drogas le llegan  por eso habla  tonteras.,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
diegosam09xx,"Chucho triste, que planta de mamarracho, póngase a trabajar chairo de mierda @BArevalodeLeon.",,BArevalodeLeon,infogt_noticias
eguzmanmorales,@Elchuchoqueesc1 @EmisorasUnidas @BArevalodeLeon Bañalo y tomáte el agua,,"Elchuchoqueesc1, EmisorasUnidas, BArevalodeLeon",
markosantos,"@BArevalodeLeon Ese señor sí tenía valentía y coraje, no como otros que solo extrema moderación y tibieza.",,BArevalodeLeon,
eguzmanmorales,@EmisorasUnidas @BArevalodeLeon 🤮🤮🤮🤮🤮🤮,,"EmisorasUnidas, BArevalodeLeon",
MariaPr61010967,@GuatemalaGob @BArevalodeLeon MIRE LO QUE DICE SU EMPLEADO.,,"GuatemalaGob, BArevalodeLeon",
Car_Pin_,@__VaderTG y entonces muchaa? @BArevalodeLeon @msemillagt solo mierdas son y las mismas mierdas y peores mierdas que los anteriores.,,"__VaderTG, BArevalodeLeon, msemillagt",
AliasJJ48266282,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Todo un maestro.   Anda rascalo y te comes las uñas mejor,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
RonaldMazarie11,@EmisorasUnidas @BArevalodeLeon https://t.co/0jK89G5VCt,,"EmisorasUnidas, BArevalodeLeon",
mig_delavega,"@BArevalodeLeon Presidente, mi segundo apellido es Arévalo. La familia de mi abuelo materno era de Ocotlán, Jalisco, México. ¿Tuvo parientes por allá?",,BArevalodeLeon,
guateabner1993,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Y LES DUELE DURO DONDE NO LES PEGA EL SOL 🤣🤣🤣,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",
MarcoAn14818708,"@MineducGT @chatagira @GuatemalaGob @BArevalodeLeon Falsos, los invito a los pueblos uds no están dando nada hipócritas, corruptos, en los pueblos veces hasta ni estudiar van xq no cumplen con enviar primero la alimentación escolar y prefieren no lleguen los niños y en otras apenas crayones dieron. https://t.co/en5ybsDmRs",,"MineducGT, chatagira, GuatemalaGob, BArevalodeLeon",
elfkingleon69,"@Lorenalien_ @WalteHermosilla @BArevalodeLeon Si la educación esta en decadencia es por tanto ""maestro de bachillerato"" no aprendían nada, ahora si querés dar clases tenes que tener un título universitario y eso es mejor.",,"Lorenalien_, WalteHermosilla, BArevalodeLeon",
dimb502,@BArevalodeLeon https://t.co/xZv68jAjk7,,BArevalodeLeon,
CamineroCi14202,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Todos los que los critican son del Net? Que putas?,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
ErickPa55587057,"@BArevalodeLeon Siga en la lucha presidente lo apoyamos más del 90% en Diciembre terminará esta pesadilla y sepultaremos a los golpistas del MP, Ricardo Mr Fundaterror cementera, Une, CC,vamos, Valor, CSJ, prensa libre, Globavisión Fisher, Diffraty. Animo ya falta poco para salir de la escoria. https://t.co/AxFp9B50F6",,BArevalodeLeon,
krupp31416,"@BArevalodeLeon Te falto mencionar asesino y traidor de Arbenz 
Y si bien hizo muchas cosas buenas vos terminaste de arruinar su legado @BArevalodeLeon",,"BArevalodeLeon, BArevalodeLeon",
VilmaVillatoro7,@UbaldoMacu @BArevalodeLeon @GuatemalaGob Excelente señor presidente pero funcionarían mejor si los equipa bien y paga buenos médicos bien entrenados enfermeras capacitadas y se apoya en comadronas  el area rural que sepan dilucidar una urgencia materno infantil,,"UbaldoMacu, BArevalodeLeon, GuatemalaGob",
dimb502,@BArevalodeLeon la familia Arévalo sífilis.,,BArevalodeLeon,
dimb502,"@BArevalodeLeon por desgracia naciste vos, inepto hijo de puta.",,BArevalodeLeon,
MendiaMariela,"El presidente de #Guatemala es un funcionario público luchando por rescatar el #EstadoFallido cooptado por bandoleros

@BArevalodeLeon es un ser humano

 Tiene pleno derecho de vivir porque NO ES PROPIEDAD DE NADIE

Respetar sus tiempos libres y gustos es respetar los nuestros!","Guatemala, EstadoFallido",BArevalodeLeon,
PapaAbuMario,@Mnemosinegt @BArevalodeLeon UN COMENTARIO DE ALGUIEN  QUE  SI SABE  LO DIFÍCIL QUE ES ENFRENTAR  A LOS CORRUPTOS GOLPISTAS,,"Mnemosinegt, BArevalodeLeon",
ces_j_,@RafaelAE1967 @GuatemalaGob @BArevalodeLeon @FelixSinExcusas Ahora toda culpa de tu padre y los anteriores abandonos !!!,,"RafaelAE1967, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",
matiasvega69,"@BArevalodeLeon Claro, solo si Era puro chapin, no Uruguayo trastornado:",,BArevalodeLeon,
MariaMartaUmaa1,"@GuatemalaGob @BArevalodeLeon Trabajando ? 
En viajes y vídeos o viendo partido de fut o fumando con una ministra ! 
Y puerto quetzal 
Y las carreteras
Y la seguridad
Y los hospitales
Y las escuelas",,"GuatemalaGob, BArevalodeLeon",
gersonquezadaa,@FelixSinExcusas @CIV_Guatemala Entonces a @BArevalodeLeon siga tomandose fotos con @RQuinonezL apoyando proyectos de @muniguate que solo le estan generando desgaste al @GuatemalaGob mejor invierta en proyectos en el interior donde hay mas oportunidades de desarrollo y será bien visto,,"FelixSinExcusas, CIV_Guatemala, BArevalodeLeon, RQuinonezL, muniguate, GuatemalaGob",
ElBatishute,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Sho HDP!!,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
isaacmontufar9,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Jajaja cada vez más estupideces,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
PapaAbuMario,@2Bereniceee @BArevalodeLeon NO HAY QUE OLVIDAR QUE  AREVALO  LLEGÓ A LA  PRESIDENCIA  POR LA  REVOLUCIÓN DE OCTUBRE  Y NO EXISTÍA  LA CORRUPCIÓN ACTUAL,,"2Bereniceee, BArevalodeLeon",
FMendezArgueta,@WalteHermosilla @BArevalodeLeon Justas peticiones.,,"WalteHermosilla, BArevalodeLeon",
MirnaDeSoto1,@BArevalodeLeon No sea ridículo  trabajen  guatemala  esta en el.suelo este señor ya nadie  lo conoce déjense de ridiculeses,,BArevalodeLeon,
Estefmlove,@ElOjoDelCerro @GersonGudielCas @BArevalodeLeon Un comentario muy acertado,,"ElOjoDelCerro, GersonGudielCas, BArevalodeLeon",
Rodrigo12172062,@BArevalodeLeon 👏🏼👏🏼,,BArevalodeLeon,
MalasAmistades2,"@BArevalodeLeon En su memoria haga algo bueno, el país en la desgracia y usted viendo un partido xD https://t.co/3KHBDquij6",,BArevalodeLeon,
Rodrigo12172062,@BArevalodeLeon 👏🏼👏🏼👏🏼,,BArevalodeLeon,
Nissipaluzza,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Ay yaaaaa ósea un maestro, tampoco! Jajaja",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
SalQuevedo,@ChairoHater502 @FelixSinExcusas @CongresoGuate @AGEXPORTGT @Lared1061 @EmisorasUnidas @sonora969 @TN23NOTICIAS @CNNEE @lahoragt @AztecaGuate @BArevalodeLeon @BArevalodeFake https://t.co/MQdtPxFGW5,,"ChairoHater502, FelixSinExcusas, CongresoGuate, AGEXPORTGT, Lared1061, EmisorasUnidas, sonora969, TN23NOTICIAS, CNNEE, lahoragt, AztecaGuate, BArevalodeLeon, BArevalodeFake",
rmayen33,@BArevalodeLeon Lastima q su hijo se está cagando en su recuerdo que pena por su papá,,BArevalodeLeon,
AGN_noticias,"#DeportesAGN | El presidente @BArevalodeLeon fue el invitado de lujo para el encuentro entre Guatemala y Costa Rica en la #ConcacafNationsLeague.

🖊@JosueAcevedo_gt 

Los detalles
https://t.co/M17YD77JhW","DeportesAGN, ConcacafNationsLeague","BArevalodeLeon, JosueAcevedo_gt",
Derech0so,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon JAJAJAJJAJAJAJAJA TU MADRE!!!,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
YordiT_c,"@BArevalodeLeon Ya va siendo que tenga hu3vos como su papá, porque si sigue así, para que",,BArevalodeLeon,
MartaAquino_29,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Vendedor de tomate mejor no opines misogeno,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
gerestflo,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Contexto plis,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
SteadhamStevie,"@JrafaelRev @UbaldoMacu @BArevalodeLeon Yamanety consumía -y lo sigue haciendo- pija por vía intra anal, eso nunca te molestó, hdp? Netcentero de shit",,"JrafaelRev, UbaldoMacu, BArevalodeLeon",
The_One_G2,"@BArevalodeLeon Shoooombre hueco.
Tu papá y vos nos pelan la verga par de torcidos..",,BArevalodeLeon,
sunflowerbabe91,@BArevalodeLeon Que descanse en paz el Doctor Arévalo Bermejo.,,BArevalodeLeon,
feres08,@GersonGudielCas @BArevalodeLeon Cualquiera que no sea @BArevalodeLeon puede gobernar mejor. Lo último que le importa a ese señor es Guatemala.,,"GersonGudielCas, BArevalodeLeon, BArevalodeLeon",
MarioSaqui1,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Hubiera preguntado si la PGN y la Comisión Anti corrupción van o no a colaborar en el caso que la SAT recientemente denunció para que el MP se apure también. Esa patoja solo le faltó preguntar qué color de calzón usó la ministra cuando estaba fumando,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
guille777lopez,"@BArevalodeLeon Sr. Presidente: no cabe duda que su Sr. padre fue una gran persona, y un buen presidente; pero su legado, ha sido empañado por el cancer de la corrupción que nos está matando lentamente como pueblo y como nación; necesitamos hombres y mujeres de valor y principios inalterables!!!",,BArevalodeLeon,
SteadhamStevie,@guillen_ge20243 @UbaldoMacu @BArevalodeLeon Jajajajajaja sho mierda!,,"guillen_ge20243, UbaldoMacu, BArevalodeLeon",
