Username,rawTweet,hashtags,mentions,fromUser
rodas164,"@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Cuantas personas ayudaron en total???, porque si son 200 personas son apenas 15 dias",,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",
elotroikar,"@Radio_TGW @CIV_Guatemala @ProvialOficial @CIV_Guatemala @FelixSinExcusas @BArevalodeLeon @mingobguate será que algún día van a terminar el puente ?? el cual ya esta pagado y ya llevan más de un año, ayer pase por la autopista y no hay nadie trabajando o lo hacen de noche, pero por favor y hagan algo",,"Radio_TGW, CIV_Guatemala, ProvialOficial, CIV_Guatemala, FelixSinExcusas, BArevalodeLeon, mingobguate",
PAZQUINSUR,"@IvanDuque @BArevalodeLeon Si hablaron de los 13 millones de dólares de la mafia con que compraron pegassus a los judíos, para interceptar a la oposición?",,"IvanDuque, BArevalodeLeon",
LuisEstuardoM,@BArevalodeLeon Pobre señor! A de estar revolcándose de la vergüenza en su tumba. Tremenda lagartija la que trajo al mundo,,BArevalodeLeon,
CharlieFb6,@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Ese Vader si es imbécil,,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
pass_blue,".@BArevalodeLeon of #Guatemala 
Governments are accountable to their people 1st &amp; foremost &amp; also to their peers
We need to renew our commitment to multilateralism
#SOTF #UNGA79","Guatemala, SOTF, UNGA79",BArevalodeLeon,
grillochapin,@RafaelCarrerra @BArevalodeLeon GRAN PENDEJO,,"RafaelCarrerra, BArevalodeLeon",
RossiHectorS,"@El_Vitruvio @FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW No seas pendejo, para tu información por petición del 
 exdiputado beltranena, el propuso que no se dieran los nombres completos de las victimas y el congreso de ese entonces lo aprobó",,"El_Vitruvio, FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW",
slcharl2,@Soygeorgegt No tardará en meter en un problemon a @BArevalodeLeon,,"Soygeorgegt, BArevalodeLeon",
SerranoUrib,@IvanDuque @BArevalodeLeon https://t.co/M8xO9Z7kaa,,"IvanDuque, BArevalodeLeon",
ArnulfoDivas2,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Prefiero que le vendan a USAID Nuestra patria y no al pacto de corruptos.tal vez ellos administran mejor nuestra nación,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
doodiegt,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Parate frente a un espejo y preguntate lo estúpido que sos? Reclamando muladas. Obvio, es una donación, sino ponen ese sello deberia de tener la nomeclatura del inventario pero no existe compra ni gasto que ampare la misma, es transparencia.",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
santanachapin,"@Factor4_GT @BArevalodeLeon El arte siempre fue abandonado, el esfuerzo por vincular a niños y jóvenes a estas clases es aplaudible sin embargo sigo pensando que si la muni inició esta buena escuela son ellos quienes deben responder.  veamos los datos tambien: cuantos son los estudiantes Cúanto el costo",,"Factor4_GT, BArevalodeLeon",
MariaBonita9697,"@Tumbadorense @EmisorasUnidas @mingobguate @Ejercito_GT @BArevalodeLeon Puta, ahora resulta que no existen los accidentes. Todo lo vuelven problema.",,"Tumbadorense, EmisorasUnidas, mingobguate, Ejercito_GT, BArevalodeLeon",
claudiarod14rod,@MendiaMariela @BArevalodeLeon El inepto necesita que todos sus trabajadores lo defiendan,,"MendiaMariela, BArevalodeLeon",
RRolob,"@IvanDuque @BArevalodeLeon BOLA E' GRASA DEVUELVA TODO  LO QUE SE ROBÓ Y LO QUE ROBÓ SU MAMÁ TAMBIEN .
LADRÓN   LADRÓN  . https://t.co/xOkNhktQkr",,"IvanDuque, BArevalodeLeon",
AlvaradoAnaite,"Quiché ya no con @BArevalodeLeon 👋🏻 y sus tranzas 🤷🏻‍♀️. Bien por ellos.  

 https://t.co/vTalJbLjlO",,BArevalodeLeon,
adolforojas07,"@BArevalodeLeon 
Acá queda demostrados que semia  no quieren trabajar en favor del pueblo, querían quitar de agenda el beneficio a las clases pasivas, pero la ampliación de presupuesto si la  propusieron y gestionaron de inmediato",,BArevalodeLeon,Eriol_Gt
Eriol_Gt,Hasta aquí sonó el chipotazo de hocico que le dio @AlvaroArzuE a la Tiki en Bolsa @AVillagran502 🤣,,"AlvaroArzuE, AVillagran502",
Lachogt1,"@RafaelCarrerra @BArevalodeLeon Semillero  y lo que querrás pero no veo falla en su lógica, llebamos años en la mierda solo que ahora estamos en otra mierda ,  personajes que en su momento también tomaban ""decisiones""",,"RafaelCarrerra, BArevalodeLeon",
AndrsVa96658459,@IvanDuque @BArevalodeLeon Viejas sabroso con lo que te robaste de las r Galias y las reservas de oro.  O quien financia todos esos viajes,,"IvanDuque, BArevalodeLeon",
pollosdb,"@Ejercito_GT La nueva primavera... @santipalomov , comunicado incompleto presentándose como víctimas, no mencionan nada de los disparos... Ahora @msemillagt defensor del ejército. Solo faltará la foto de @BArevalodeLeon con el @SrMindefGT y nana Winter tomando café",,"Ejercito_GT, santipalomov, msemillagt, BArevalodeLeon, SrMindefGT",
karranch0,@IvanDuque @BArevalodeLeon Vaya el q más debadtó la selva ¿ahora tirandoselas de defensor de la naturaleza?  Hable os de pegadus más bien https://t.co/5mrkMrfPJE,,"IvanDuque, BArevalodeLeon",
ErickAlbert76,"@XelaNewsGt @GuatemalaGob @BArevalodeLeon ,@AztecaNoticiaGT ,@ElBencho_gt ,@OnlyenmiGuate ,@CongresoGuate",,"XelaNewsGt, GuatemalaGob, BArevalodeLeon, AztecaNoticiaGT, ElBencho_gt, OnlyenmiGuate, CongresoGuate",
charlyvazz,"@IvanDuque @BArevalodeLeon Parece más presidente ahora, que cuando lo fue...",,"IvanDuque, BArevalodeLeon",
HugoDeL16107145,"@JSandoval1982 UTA y presenta un caso espurio contra @BArevalodeLeon utilizando una escucha ilegal, entonces? este wisache al servicio de las mafias es un verdadero parásito judicial!",,"JSandoval1982, BArevalodeLeon",
siulhache,@UbaldoMacu @santipalomov @BArevalodeLeon Y uds unos bochincheros de m...,,"UbaldoMacu, santipalomov, BArevalodeLeon",
jos216silver,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Jajajaja cada vez más idiotas tus comentarios jajajaja descerebrado,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
Gonzalezogm,@BernardoCaal2 @BArevalodeLeon  esto es absurdo Señor Presidente....,,"BernardoCaal2, BArevalodeLeon",
qedwin84,@IvanDuque @BArevalodeLeon ¿Y también les enseñó a robar en medio de una pandemia?,,"IvanDuque, BArevalodeLeon",
Dupin07,"@JADieguez84 @BArevalodeLeon Ya no luce, excepto a los hipócritas que viven mamando del gobierno como parásitos sin hacer el trabajo que debe hacerse.",,"JADieguez84, BArevalodeLeon",
Dupin07,"@wichomarg @BArevalodeLeon Berny: el trabajo encomendado es duro! Así que ya sabes que es lo que NO HAY QUE HACER , no creo necesario recordártelo!! Votamos por vos!!",,"wichomarg, BArevalodeLeon",
Dupin07,"@alejochrislu @BArevalodeLeon El reflejo tuyo… y si seguimos así, terminaremos todos hasta vos LEÑOS DE MIERDA hasta la garganta…",,"alejochrislu, BArevalodeLeon",
Dupin07,"@VanessaHerrer02 @BArevalodeLeon De lo que hizo el #CHILACAYOTE queda muy poco, la oligarquía y los poderosos incluyendo los pícaros y aprovechados corruptos en pacto todos, se han encargado de borrar esa historia, por ej el @CACIFGuatemala paga a #borradoresdelahistoria él mensaje de todos ellos es claro!","CHILACAYOTE, borradoresdelahistoria","VanessaHerrer02, BArevalodeLeon, CACIFGuatemala",
Francisco37270,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Aclaro;  USAID tiene su etiqueta en Miles de cosas en todas las dependencias del estado y eso en decadas, así que vamos  hombre, a esforzarse un poco en echar 💩 al gobierno, porque al paso que sigan así,  lo único que van a logar es enviar el mensaje que semilla es el camino",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
LeyendoAca,@anti_chairosgt @UbaldoMacu @FJimenezmingob @BArevalodeLeon Vos hacé sho hijo de tu abierta y putísima madre.,,"anti_chairosgt, UbaldoMacu, FJimenezmingob, BArevalodeLeon",
LeyendoAca,"@UbaldoMacu @FJimenezmingob @BArevalodeLeon Lo que pasa es que @__VaderTG con tanto que tiene que hacer ya no le atina. Va al nixtamal, tiene que atender el comedor en muxbal y por si fuera poco tiene que atender al amante de la colombiana. 

Pobre pependejo poniendo muladas.",,"UbaldoMacu, FJimenezmingob, BArevalodeLeon, __VaderTG",
Dupin07,"@DeJadezafiro @BArevalodeLeon Lo más seguro que tu padre y tu abuelo ya no viven… ya dejemos por un ladito esos discursos de político barato, vivamos la realidad! 
Yo voté por Berny y no es que me arrepienta, pero tampoco Guate puede seguir esperando más!",,"DeJadezafiro, BArevalodeLeon",
luis_sutte31199,"@MarinaC91262 @jczamora @OJGuatemala @CIDH @RELE_CIDH @PVacaV @volker_turk @UNHumanRights @BArevalodeLeon @pressfreedom @RSF_inter @RSF_esp @johanordonez Preguntele usted, ustes tiene esa duda",,"MarinaC91262, jczamora, OJGuatemala, CIDH, RELE_CIDH, PVacaV, volker_turk, UNHumanRights, BArevalodeLeon, pressfreedom, RSF_inter, RSF_esp, johanordonez",
Humbert41818287,@marielp82893334 @Ejercito_GT @SrMindefGT @BArevalodeLeon Un pobre con guardaespaldas es guatemala con ejercito,,"marielp82893334, Ejercito_GT, SrMindefGT, BArevalodeLeon",
lalpireze,@NenucosM81863 @BArevalodeLeon @mingobguate Ya vi quién es !!!,,"NenucosM81863, BArevalodeLeon, mingobguate",
Dupin07,"@RuGar_V @BArevalodeLeon Ya no luce ese grito. Seamos realistas y dejemos de pajas de discursos baratos. Ya exijamos que se hagan las cosas que tienen que hacerse!
Eso servirá para el gobierno actual como para los que vienen, incluso para los corruptos",,"RuGar_V, BArevalodeLeon",
Gerechtigkeit74,"@IvanDuque @BArevalodeLeon 🤣🤣🤡🤡🤡 Ya me imagino los ""Avances""  y el imacto positivo q tendrán...

Un Títere nunca será un líder!",,"IvanDuque, BArevalodeLeon",
EsequielMo90988,@MendiaMariela @BArevalodeLeon Ese ser humano no lucha ni por su madre...,,"MendiaMariela, BArevalodeLeon",
ElGranMigue,@IvanDuque @BArevalodeLeon De que me hablas viejo??,,"IvanDuque, BArevalodeLeon",
ElGranMigue,@IvanDuque @BArevalodeLeon Y los 70 mil millones que se abudinearon??,,"IvanDuque, BArevalodeLeon",
Dupin07,"@leraovalle @BArevalodeLeon Bien, eso mismo casi le dije yo. Y yo voté por él, y nunca votaría por los corruptos del pacto,,, pero … ya estuvo suave, no crees?",,"leraovalle, BArevalodeLeon",
ElGranMigue,@IvanDuque @BArevalodeLeon Y la ñeñe política??,,"IvanDuque, BArevalodeLeon",
ElGranMigue,@IvanDuque @BArevalodeLeon Pobre idiota,,"IvanDuque, BArevalodeLeon",
AlexanderRL1222,@IvanDuque @BArevalodeLeon Productiva tanto cómo te robaste la plata de los colombianos?,,"IvanDuque, BArevalodeLeon",
net_gua,"Eso explica que @FJimenezmingob  dio órdenes de agredir a campesinos desarmados y da un comunicado para justificar el uso de la fuerza innecesaria , para eso quería el presupuesto @BArevalodeLeon , diputados traidores ‼️",,"FJimenezmingob, BArevalodeLeon",
Dupin07,"@BArevalodeLeon Ya no, estás mintiendo, Guate es un país joven, los viejos ya murieron y muchos están con Alzheimer y llenos de azúcar en la sangre… ya olvida los años de la revolución y MIRA QUE PUTAS HACER POR FAVOR!! Y vote por vos pero siento que debemos hablarte un poco FUERTECITO…",,BArevalodeLeon,
JuanEch62391322,@IvanDuque @BArevalodeLeon Que produjo?,,"IvanDuque, BArevalodeLeon",
othmancgrstones,"@soy_502 Son lamehuevos del alcalde Riñones.  Mejor que le exijan a ese tipo para que traslade esa escuela a algún edificio municipal,  hay muchos.
Ojalá  @BArevalodeLeon no ceda a ese chantaje.",,"soy_502, BArevalodeLeon",
dracul1964,"@OmaricelaA @NenucosM81863 @BArevalodeLeon @mingobguate After english orders, now is the same…",,"OmaricelaA, NenucosM81863, BArevalodeLeon, mingobguate",
MarinaC91262,"@luis_sutte31199 @jczamora @OJGuatemala @CIDH @RELE_CIDH @PVacaV @volker_turk @UNHumanRights @BArevalodeLeon @pressfreedom @RSF_inter @RSF_esp @johanordonez Y pregúntele para cuando el Giamattei, el Jimmy Morales, Benito, Sinibaldi, Rabbe etc. Etc.......... A leguas se ve que escaceria de brujas.👹👹👹👹👹👹👹👹",,"luis_sutte31199, jczamora, OJGuatemala, CIDH, RELE_CIDH, PVacaV, volker_turk, UNHumanRights, BArevalodeLeon, pressfreedom, RSF_inter, RSF_esp, johanordonez",
Tumbadorense,"@EmisorasUnidas @mingobguate La raiz: el choque. Hay que dirimir qué pasó. @Ejercito_GT @BArevalodeLeon 
Si fue accidente, no se vale. Seguro hay algo más atrás.",,"EmisorasUnidas, mingobguate, Ejercito_GT, BArevalodeLeon",
nosoynetcenter,"@UbaldoMacu @FJimenezmingob @BArevalodeLeon Jajajaja

No supo que era en la época del chenco malparido",,"UbaldoMacu, FJimenezmingob, BArevalodeLeon",
EdwinSantaCru19,"@Factor4_GT @BArevalodeLeon Dan plazo dicen puts, solo se fueron a meter a correos entonces??? Después la Muni, UMM que chulos no.",,"Factor4_GT, BArevalodeLeon",
pajarraco47,@SalQuevedo @Sonny_Figueroa @marvindelcid @VoxPopuliGuate @BArevalodeLeon @DEAWashingtonDC Come mierda no estas viendo esto??,,"SalQuevedo, Sonny_Figueroa, marvindelcid, VoxPopuliGuate, BArevalodeLeon, DEAWashingtonDC",
mottoa_jai718,@IvanDuque @BArevalodeLeon Otro bandido igual a vos,,"IvanDuque, BArevalodeLeon",
querquitus,"@IvanDuque @BArevalodeLeon Que vergüenza‼️
Ir descaradamente por todas partes tratando de lavarse cara y manos luego de abusar contra el erario y la seguridad nacionales no le va a calmar la conciencia.
En la única parte que se hacen la vista gorda y lo reciben con gusto es en los Paraísos Fiscales 🤣💩🤣",,"IvanDuque, BArevalodeLeon",
Frank2021R,@IvanDuque @BArevalodeLeon Está de presidente interino jajaja,,"IvanDuque, BArevalodeLeon",
borisoso62,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Vos en el fondio “ propiedad de Miguelito,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
freddyantgarcia,@IvanDuque @BArevalodeLeon Devolvé los relojes que te robaste con tu mamá maldita rata 😡,,"IvanDuque, BArevalodeLeon",
VanessaHerrer02,"@MPguatemala dejémonos de mentiras, si llegan a investigar, dirán que no hay pruebas y habrán robado impunemente, todavía harán un caso contra @BArevalodeLeon por haber descubierto un fraude, si como no quieren que sea obvio se lo pasaron a un juez corrupto, muerto de hambre que le dan una parte del dinero que se va a manejar, que no creo que sea gratos dejar libre tanto ladrón desgraciado y saldrá libre porque el MP ya habrá dado su veredicto y habrá dicho que hacer si no quieren que los metan al bote y el @CongresoGuate defendiendo a esta gentuza corrupta, que vive del pueblo, pero lo destrozan, muertos de hambre, hasta las coimas salen del pueblo.",,"MPguatemala, BArevalodeLeon",MPguatemala
MPguatemala,"#Allanamientos #MPfuerteYfirme 
✅ MP lidera operativo en seguimiento a investigación del #CasoB410 

La Fiscalía de Delitos Económicos lidera 11 diligencias de allanamiento, Inspección, registro y secuestro de evidencia en inmuebles relacionadas con las 9 entidades que forman parte del grupo B410 que le facturan venta de bienes o prestación de servicios a entidades de Gobierno.

Las diligencias se realizan con el objeto de recabar indicios que contribuyan al fortalecimiento de investigaciones en curso.","Allanamientos, MPfuerteYfirme, CasoB410",,
diegosam09xx,"Que lujo de cerotes @BArevalodeLeon, quizá es para el marihuanero.",,BArevalodeLeon,XelaNewsGt
XelaNewsGt,"#URGENTE Captan a otro funcionario de la ""nueva primavera"" de #BernardoArévalo comprando cervezas, en horario de trabajo y con vehículo del @GuatemalaGob  en Metroplaza #Jutiapa.
¿En dónde esta la primavera que decían?
#NoNosCallarán
#XelaNews 🇫🇷
Noticias sin injerencias. https://t.co/xh8WbSEBn5","URGENTE, BernardoArévalo, Jutiapa, NoNosCallarán, XelaNews",GuatemalaGob,
willypin07,@IvanDuque @BArevalodeLeon Gente como @BArevalodeLeon debe ser muy cuestionada si le abre las puerta al corrupto de @IvanDuque,,"IvanDuque, BArevalodeLeon, BArevalodeLeon, IvanDuque",
willypin07,@patoberna @IvanDuque @BArevalodeLeon @petrogustavo 30 años? ese HP bajito bajito es el peor presidente de los últimos 50  años de nuestro pais.....,,"patoberna, IvanDuque, BArevalodeLeon, petrogustavo",
willypin07,@IvanDuque @BArevalodeLeon Este HPPPPP es de lo mas DESCARADO se mamo de deforestar el amazonas y ahora habla del cambio climatico que htaaa en serio......Ya me imagino esas charlas productivas,,"IvanDuque, BArevalodeLeon",
Emerson54692121,@IvanDuque @BArevalodeLeon La rata más grande que a parido este país https://t.co/zw1MYpL3OU,,"IvanDuque, BArevalodeLeon",
Emerson54692121,@IvanDuque @BArevalodeLeon Siga haciéndose el marica https://t.co/Z692q21jUe,,"IvanDuque, BArevalodeLeon",
seletiene211371,@Rincon001A @BArevalodeLeon @IvanDuque https://t.co/PP3Q9emNC4,,"Rincon001A, BArevalodeLeon, IvanDuque",
edvinpaiz,@Factor4_GT @BArevalodeLeon Que los manden al Federico Mora,,"Factor4_GT, BArevalodeLeon",
cristGKopp,"@IvanDuque @BArevalodeLeon Duque is just a fu cking clown, robber, killer  and we hope sooner than later to see that mf be hund the bars, Jail to this dumb ass",,"IvanDuque, BArevalodeLeon",
diegosam09xx,Otros cerotes @BArevalodeLeon.,,BArevalodeLeon,soy_502
soy_502,"🚉¡Metro en Guatemala! El Gobierno pide Q1,700 millones para iniciar su construcción en el 2025

Este proyecto busca conectar Mixco, con el Obelisco, en zona 10. Estos son los detalles: https://t.co/rj7CYXOTK4 https://t.co/ULappQQNaw",,,
prgatica04,"@Sonny_Figueroa @marvindelcid @VoxPopuliGuate Y el Ministerio Publico sigue sin investigar, @BArevalodeLeon  sigue sin actuar y @StateDept siguen sin mover un dedo para extraditarlos por lavado dinero y muchas cosas mas",,"Sonny_Figueroa, marvindelcid, VoxPopuliGuate, BArevalodeLeon, StateDept",
Zangiff,"@IvanDuque @BArevalodeLeon El eco-terrorist 
Hablando de conservación y mando a quemar el páramo de santurban",,"IvanDuque, BArevalodeLeon",
josejorgemonroy,@licopatron @soy_502 Que bien entonces por algo se empieza felicidades al presidente @BArevalodeLeon,,"licopatron, soy_502, BArevalodeLeon",
juan45fer,@IvanDuque @BArevalodeLeon Quien financia los viajes de este idiota.,,"IvanDuque, BArevalodeLeon",
CerberusEdgar,@IvanDuque @BArevalodeLeon Marrano estúpido porcino hp vaya a enredar a su madre gonorrea dejo el país vuelto mierda endeudado hasta no poder más  y ahora sale disque con reuniones del clima bobo malparido corrupto váyase del país con todo el dinero que nos robo y deja el país tranquilo lacayo hp,,"IvanDuque, BArevalodeLeon",
jefferandom,@IvanDuque @BArevalodeLeon Hablaron de espionaje a celulares de ciudadanos de paso? Hablaron de planes para adquirir software de espionaje?,,"IvanDuque, BArevalodeLeon",
arehann,@IvanDuque @BArevalodeLeon ¡Gonorrea hijueputa! SE ROBÓ TODO EL ERARIO,,"IvanDuque, BArevalodeLeon",
ottogarciarive1,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 No divulguen falsedades netcenteros 💩💩,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
GonzaloCepeda64,"@IvanDuque @BArevalodeLeon Ya gracias a su  ""gestión"" se aprobó el pacto de escazu.  Cínico e hipócrita,",,"IvanDuque, BArevalodeLeon",
