Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
robertfuentes3,"@IvanDuque @BArevalodeLeon Qué hace un mandatario perdiendo el tiempo con un gordo mk que no dio ni para cuidar el medio ambiente cuando fue presidente?

Esa reunión debe ser igual a la que sostuvo con Biden en la salida del baño.🤡",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon hace mandatario perdiendo tiempo gordo mk dio cuidar medio ambiente presidente reunión debe ser igual sostuvo biden salida baño,🤡,1
cahevi9hotmail1,"@IvanDuque @BArevalodeLeon No hizo nada a si, robar, mucho menos ahora que no es presidente.",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon hizo si robar menos ahora presidente,,0
LuisGarciaEstr5,@PEdgar05 @BArevalodeLeon Totalmente de acuerdo. No existe el estado de derecho. Si existiera no viéramos lo que vemos hoy. Los grandes corruptos y corruptores pagan y salen libres,,"PEdgar05, BArevalodeLeon",,barevalodeleon totalmente acuerdo existe derecho si existiera viéramos vemos hoy grandes corruptos corruptores pagan salen libres,,0
Johntellez13,@IvanDuque @BArevalodeLeon Todavía se cree presidente. 🙄,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon todavía cree presidente,🙄,1
BillyC2023,"@Erickdelcid77 @MendiaMariela @BArevalodeLeon @DrGiammattei Antes caerá el gobierno del IMPUESTO por el @StateDept, antes que puedan sacar ( Algo imposible gracias a CICIG, @ThelmaAldana y ex semilleros ). Y cuando eso acontezca yo seguiré aquí trabajando y siendo productivo, como DIOS ordena! 

Ya te ví maje! 👇😂🤣 https://t.co/yHAA8LfEIh",,"Erickdelcid77, MendiaMariela, BArevalodeLeon, DrGiammattei, StateDept, ThelmaAldana",,mendiamariela barevalodeleon drgiammattei caerá gobierno impuesto statedept puedan sacar imposible gracias cicig thelmaaldana ex semilleros acontezca seguiré aquí trabajando siendo productivo dios ordena ví maje,👇 😂 🤣,3
ChiroyElil37424,@PEdgar05 @BArevalodeLeon ESO RECLAMA A LOS CORRUPTOS PORQUE  A LOS INOSENTES LOS ENCARCELAN Y A LOS LADRONES LOS DEJAN LIBRES Y ENTONCES NO BENGAS CON ESOS CUENTOS BARATOS @PEdgar05 CORRUPTO,,"PEdgar05, BArevalodeLeon, PEdgar05",,barevalodeleon reclama corruptos inosentes encarcelan ladrones dejan libres entonces bengas cuentos baratos corrupto,,0
MANINVISIBLE19,"@RafaelCarrerra @BArevalodeLeon Vos lo que queres es que el estado te siga manteniendo HDP, huevón y corrupto de mierda!!!",,"RafaelCarrerra, BArevalodeLeon",,rafaelcarrerra barevalodeleon vos queres siga manteniendo hdp huevón corrupto mierda,,0
Billyarmando,"@XelaNewsGt Idiay @BArevalodeLeon  coyolón,  no que el pueblo te ama.  Ahora estás viendo la realidad,  llegaste por fraude y has caído más rápido que cualquier otro, pero eso sucede cuando se es ilegítimo e incapaz en el puesto.",,"XelaNewsGt, BArevalodeLeon",,xelanewsgt idiay barevalodeleon coyolón pueblo ama ahora viendo realidad llegaste fraude caído rápido cualquier sucede ilegítimo incapaz puesto,,0
yamilsa71,@BArevalodeLeon Que le parece si hacemos una película en nombre de su Padre contando la historia desde su voz me comenta si está deacuerdo y le contacto un buen quionista,,BArevalodeLeon,,barevalodeleon parece si hacemos película nombre padre contando historia voz comenta si deacuerdo contacto buen quionista,,0
elotroikar,"@Radio_TGW @ProvialOficial @CIV_Guatemala YO CREO QUE ESO ASÍ SE VA A QUEDAR, AYER PASE Y NO HAY GENTE TRABAJANDO. @FelixSinExcusas  @CIV_Guatemala @BArevalodeLeon",,"Radio_TGW, ProvialOficial, CIV_Guatemala, FelixSinExcusas, CIV_Guatemala, BArevalodeLeon",,radio tgw provialoficial civ guatemala creo así va quedar ayer pase gente trabajando felixsinexcusas civ guatemala barevalodeleon,,0
JustinMendo,@FJimenezmingob @mingobguate @_SPGuatemala @DTransitoPNC @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Ya es momento que la diputada jovel (en minúsculas) deponga la interpelación… la soledad para ella le está llegando a la velocidad de la luz!!!,,"FJimenezmingob, mingobguate, _SPGuatemala, DTransitoPNC, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",,fjimenezmingob mingobguate spguatemala dtransitopnc diariodeca agn noticias radio tgw guatemalagob barevalodeleon momento diputada jovel minúsculas deponga interpelación soledad llegando velocidad luz,,0
pups_pup,Y aún así no se ve ninguna propuesta o acción concreta de @GuatemalaGob @BArevalodeLeon para la desnutrición crónica infantil,,"GuatemalaGob, BArevalodeLeon",OurWorldInData,aún así ve ninguna propuesta acción concreta guatemalagob barevalodeleon desnutrición crónica infantil,,0
OurWorldInData,"Half of all child deaths are linked to malnutrition.

Improving the nutrition of mothers and children could save many lives at a relatively low cost.

Read the new article from @_HannahRitchie:

→ https://t.co/m5jBxyWNC4 https://t.co/ZfBslvK996",,_HannahRitchie,,half of all child deaths are linked to malnutrition improving the nutrition of mothers and children could save many lives at relatively low cost read the new article from hannahritchie,,0
anti_chairosgt,@BenitoC67601310 @ElQueNews @GuatemalaGob @BArevalodeLeon No seas hueco vos pedazo de mierda,,"BenitoC67601310, ElQueNews, GuatemalaGob, BArevalodeLeon",,elquenews guatemalagob barevalodeleon hueco vos pedazo mierda,,0
manuelcevans,"@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Le encanta el show al impresentable, no existe nada gratis y mas viniendo del gobierno, todo ese clientelismo se paga con nuestros impuestos.
Cuantos miles costó cada bolsa?",,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt encanta show impresentable existe gratis mas viniendo gobierno clientelismo paga impuestos cuantos miles costó cada bolsa,,0
vozdeltuit,"Ya no da tiempo. El Presidente del @OJGuatemala y CSJ Magistrado Oscar Cruz , afirmó  que los antejuicios contra el Presidente @BArevalodeLeon , aún siguen su curso. Por lo que ya no será esta CSJ la que los conozca. Vea la entrevista en el Canal de Youtube de @CanalAntigua https://t.co/7Jn8PAcjoj",,"OJGuatemala, BArevalodeLeon, CanalAntigua",,da tiempo presidente ojguatemala csj magistrado oscar cruz afirmó antejuicios presidente barevalodeleon aún siguen curso csj conozca vea entrevista canal youtube canalantigua,,0
joshxb4,@SW_JRH96 @VicGarciaDice @BArevalodeLeon Pero si tenes rojo el hoyo?,,"SW_JRH96, VicGarciaDice, BArevalodeLeon",,sw vicgarciadice barevalodeleon si tenes rojo hoyo,,0
giovarodrig78,@IvanDuque @BArevalodeLeon 🤣😂😂 ojo mijo no y sea me imagino que sumerce como narcoderecha esta buscando rutas por allá … @IvanDuque  ! https://t.co/bPE8a7pEJ2,,"IvanDuque, BArevalodeLeon, IvanDuque",,ivanduque barevalodeleon ojo mijo imagino sumerce narcoderecha buscando rutas allá ivanduque,🤣 😂 😂,3
mauriciogua,"@BArevalodeLeon ¡Arévalo vive! 
¡Viva Arévalo!
💪👍🙏🇬🇹💙🤍💙🇬🇹🙏👍💪",,BArevalodeLeon,,barevalodeleon arévalo vive viva arévalo,💪 👍 🙏 🇬🇹 💙 🤍 💙 🇬🇹 🙏 👍 💪,11
SINERGIABIKES,@IvanDuque @BArevalodeLeon Vendale rolex..,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon vendale rolex,,0
marielp82893334,"@gobernaciongt Estará ya redactando el ""flamante"" gobernadorcito @diegoedeleon un comunicado repudiando esta ""injusticia""❓️

Imbécil. 

Destitución @BArevalodeLeon ‼️ https://t.co/RTqSGELA9y",,"gobernaciongt, diegoedeleon, BArevalodeLeon",PrensaComunitar,gobernaciongt redactando flamante gobernadorcito diegoedeleon comunicado repudiando injusticia imbécil destitución barevalodeleon,❓ ‼️,2
PrensaComunitar,"🚨 #Ahora 🚨 Condenan a Erwin Sperisen por ejecuciones extrajudiciales 

Medios internacionales informan que el exdirector de la PNC, Erwin Sperisen, fue nuevamente condenado a 14 años de cárcel  por las ejecuciones extrajudiciales de 7 reos en 2006.

📸 Redes sociales de E. Sperisen",Ahora,,,ahora condenan erwin sperisen ejecuciones extrajudiciales medios internacionales informan exdirector pnc erwin sperisen nuevamente condenado años cárcel ejecuciones extrajudiciales reos redes sociales sperisen,🚨 🚨 📸,3
rmojicav,"@IvanDuque @BArevalodeLeon Excelente presidente, ese papel de presidente le queda como grande, igual que le quedó cuando pasó por la casa de Nariño, ahora si juega a ser presidente y a hacer algo bien, 👍🏿",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon excelente presidente papel presidente queda grande igual quedó pasó casa nariño ahora si juega ser presidente hacer bien,👍🏿,1
ChepioMonroy,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Porque en los gobiernos anteriores no pudieron comprar y es donación, pendejo",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,vadertg barevalodeleon usaidguate congresoguate gobiernos anteriores pudieron comprar donación pendejo,,0
HPtAmd,"@IvanDuque @BArevalodeLeon @PNSpedronuno @JustinTrudeau @MichelBarnier @VP @EmmanuelMacron @petrogustavo @Elisabeth_Borne @GabrielAttal @BorisJohnson @Keir_Starmer @POTUS @koninklijkhuis @sanchezcastejon @CasaReal @govpt @SwedishPM @RoyalFamily @MLP_officiel @vonderleyen     
A do Panamá vale 16 BILIÕES.",,"IvanDuque, BArevalodeLeon, PNSpedronuno, JustinTrudeau, MichelBarnier, VP, EmmanuelMacron, petrogustavo, Elisabeth_Borne, GabrielAttal, BorisJohnson, Keir_Starmer, POTUS, koninklijkhuis, sanchezcastejon, CasaReal, govpt, SwedishPM, RoyalFamily, MLP_officiel, vonderleyen",,ivanduque barevalodeleon pnspedronuno justintrudeau michelbarnier vp emmanuelmacron petrogustavo elisabeth borne gabrielattal borisjohnson keir starmer potus koninklijkhuis sanchezcastejon casareal govpt swedishpm royalfamily mlp officiel vonderleyen do panamá vale bili,,0
MARODROS,SOLO PARA EL SHOW LLEVARON 10 Bolsas @BArevalodeLeon NO JODA DÉJESE DE TEATROS 🎭 CORRUPTOS !!!,,BArevalodeLeon,arronchopa,solo show llevaron bolsas barevalodeleon joda déjese teatros corruptos,🎭,1
arronchopa,"Que ARAÑA este tipo 10 pts bolsas llegó a dar y lo encararon y le dijeron que era un bagre, ahí se lo dijeron....🤬🤬🤬🤬
#FueraSemilla
#YONOTENGOPRESIDNTE
#SemillaDelMal https://t.co/FbbZqMUVfA","FueraSemilla, YONOTENGOPRESIDNTE, SemillaDelMal",,,araña tipo pts bolsas llegó dar encararon dijeron bagre ahí dijeron fuerasemilla yonotengopresidnte semilladelmal,🤬 🤬 🤬 🤬,4
max16192,@IvanDuque @BArevalodeLeon Esta buscando quien le de asilo 🐖?,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon buscando asilo,🐖,1
Skiperk91,"@IvanDuque @BArevalodeLeon Pronto la @FiscaliaCol te va a enviar una carta de amor bb , otro buen muchacho del Matarife va a caer y eso que todo fue a espaldas. @pegasus",,"IvanDuque, BArevalodeLeon, FiscaliaCol, Pegasus",,ivanduque barevalodeleon pronto fiscaliacol va enviar carta amor bb buen muchacho matarife va caer espaldas pegasus,,0
EdwardAdam63,@IvanDuque @BArevalodeLeon Ya viste el mierdero que hay con @Aire_Energia en la Región Caribe???,,"IvanDuque, BArevalodeLeon, Aire_Energia",,ivanduque barevalodeleon viste mierdero aire energia región caribe,,0
EmisorasUnidas,"#AHORA El mandatario @BArevalodeLeon participará este jueves 12 de septiembre en la sesión solemne en el Congreso de la República, programada para las 10:00 horas, con motivo de los 203 años de Independencia | Vía Léster Ramírez https://t.co/Tf2vAuwaGa",AHORA,BArevalodeLeon,,ahora mandatario barevalodeleon participará jueves septiembre sesión solemne congreso república programada horas motivo años independencia léster ramírez,,0
ArtbyFan,@festivalesgt @cerbatanameso @BArevalodeLeon,,"festivalesgt, cerbatanameso, BArevalodeLeon",,festivalesgt cerbatanameso barevalodeleon,,0
LuchoRiveraV,"@IvanDuque @BArevalodeLeon Todo lo q ud hace, es productivo para su bolsillo, MARRANO HIJUEPUTA hampón 🤬🖕🏻🖕🏻 https://t.co/wjhjiwh2u5",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon q ud hace productivo bolsillo marrano hijueputa hampón,🤬 🖕🏻 🖕🏻,3
e9daa1c40e864e2,@IvanDuque @BArevalodeLeon Productiva 🤣 🤣 🤣,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon productiva,🤣 🤣 🤣,3
elanalistagt2,@Ronald_MacKay Lo más seguro andan inventándole un caso más a @BArevalodeLeon,,"Ronald_MacKay, BArevalodeLeon",,ronald mackay seguro andan inventándole caso barevalodeleon,,0
lez_dark,"@IvanDuque @BArevalodeLeon Cerdo idiota dizque productivo. Deberías estar pagando todo lo abudineado todos los ojos que sacaste y por el método de gobernar espiando celulares puerco de mierda. 
LA DE PEGASUS LA PAGAS MALDITO CERDO ACOMODADO HIJITO DE LA RATA MADRINA. https://t.co/jQx5eFjHtf",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon cerdo idiota dizque productivo deberías pagando abudineado ojos sacaste método gobernar espiando celulares puerco mierda pegasus pagas maldito cerdo acomodado hijito rata madrina,,0
baquero_castro,@IvanDuque @BArevalodeLeon No hablaron de pegasus...,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon hablaron pegasus,,0
diegojirado,@IvanDuque @BArevalodeLeon Defensa de la democracia= acabar con todo lo que este en contra de ellos,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon defensa democracia acabar,,0
luchopo81993102,@RafaelCarrerra @BArevalodeLeon Jajaja jajaja jajaja estos HDP escriben cualquier cosa para darle de comer a sus basuritas jajaja jajaja jajaja jajaja jajaja,,"RafaelCarrerra, BArevalodeLeon",,rafaelcarrerra barevalodeleon jajaja jajaja jajaja hdp escriben cualquier cosa darle comer basuritas jajaja jajaja jajaja jajaja jajaja,,0
JavierR07772901,@Alex_balsells Estamos hablando de @BArevalodeLeon verdad?,,"Alex_balsells, BArevalodeLeon",,alex balsells hablando barevalodeleon verdad,,0
88Libre,@BenitoC67601310 @Chejo111 @arronchopa @BArevalodeLeon Así hay que contestar a esos ridículos netcenteros.,,"BenitoC67601310, Chejo111, arronchopa, BArevalodeLeon",,arronchopa barevalodeleon así contestar ridículos netcenteros,,0
Edvin111956,@BenitoC67601310 @arronchopa @BArevalodeLeon https://t.co/TLd3UfNZF5,,"BenitoC67601310, arronchopa, BArevalodeLeon",,arronchopa barevalodeleon,,0
slcharl2,"@EmisorasUnidas Solo sirvió para quemarte @diegoedeleon y ver que estás del lado equivocado siempre, seguramente en una de esas te pasas llevando entre las patas a @BArevalodeLeon pero ni modo.",,"EmisorasUnidas, diegoedeleon, BArevalodeLeon",,emisorasunidas solo sirvió quemarte diegoedeleon ver lado equivocado siempre seguramente pasas llevando patas barevalodeleon modo,,0
OscarCordon,@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Gratuita….????? Idiotas. No es gratuita.,,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt gratuita idiotas gratuita,,0
Gerardo20292641,"@Rincon001A @BArevalodeLeon @IvanDuque La importancia de saber elegir y como hace falta en Colombia y la región un político de la talla de Duque,Uribe o Pastrana ! Que nos sirva esto de lección a TODA Latinoamérica!",,"Rincon001A, BArevalodeLeon, IvanDuque",,barevalodeleon ivanduque importancia saber elegir hace falta colombia región político talla duque uribe pastrana sirva lección toda latinoamérica,,0
rodas164,"@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Cuantas personas ayudaron en total???, porque si son 200 personas son apenas 15 dias",,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt cuantas personas ayudaron total si personas apenas dias,,0
elotroikar,"@Radio_TGW @CIV_Guatemala @ProvialOficial @CIV_Guatemala @FelixSinExcusas @BArevalodeLeon @mingobguate será que algún día van a terminar el puente ?? el cual ya esta pagado y ya llevan más de un año, ayer pase por la autopista y no hay nadie trabajando o lo hacen de noche, pero por favor y hagan algo",,"Radio_TGW, CIV_Guatemala, ProvialOficial, CIV_Guatemala, FelixSinExcusas, BArevalodeLeon, mingobguate",,radio tgw civ guatemala provialoficial civ guatemala felixsinexcusas barevalodeleon mingobguate algún día van terminar puente pagado llevan año ayer pase autopista nadie trabajando hacen noche favor hagan,,0
PAZQUINSUR,"@IvanDuque @BArevalodeLeon Si hablaron de los 13 millones de dólares de la mafia con que compraron pegassus a los judíos, para interceptar a la oposición?",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon si hablaron millones dólares mafia compraron pegassus judíos interceptar oposición,,0
LuisEstuardoM,@BArevalodeLeon Pobre señor! A de estar revolcándose de la vergüenza en su tumba. Tremenda lagartija la que trajo al mundo,,BArevalodeLeon,,barevalodeleon pobre señor revolcándose vergüenza tumba tremenda lagartija trajo mundo,,0
CharlieFb6,@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Ese Vader si es imbécil,,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,oco motora vadertg barevalodeleon usaidguate congresoguate vader si imbécil,,0
pass_blue,".@BArevalodeLeon of #Guatemala 
Governments are accountable to their people 1st &amp; foremost &amp; also to their peers
We need to renew our commitment to multilateralism
#SOTF #UNGA79","Guatemala, SOTF, UNGA79",BArevalodeLeon,,barevalodeleon of guatemala governments are accountable to their people amp foremost amp also to their peers we need to renew our commitment to multilateralism sotf,,0
grillochapin,@RafaelCarrerra @BArevalodeLeon GRAN PENDEJO,,"RafaelCarrerra, BArevalodeLeon",,rafaelcarrerra barevalodeleon gran pendejo,,0
RossiHectorS,"@El_Vitruvio @FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW No seas pendejo, para tu información por petición del 
 exdiputado beltranena, el propuso que no se dieran los nombres completos de las victimas y el congreso de ese entonces lo aprobó",,"El_Vitruvio, FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW",,vitruvio fjimenezmingob pncdeguatemala guatemalagob barevalodeleon spguatemala diariodeca agn noticias radio tgw pendejo información petición exdiputado beltranena propuso dieran nombres completos victimas congreso entonces aprobó,,0
slcharl2,@Soygeorgegt No tardará en meter en un problemon a @BArevalodeLeon,,"Soygeorgegt, BArevalodeLeon",,soygeorgegt tardará meter problemon barevalodeleon,,0
ArnulfoDivas2,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Prefiero que le vendan a USAID Nuestra patria y no al pacto de corruptos.tal vez ellos administran mejor nuestra nación,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,vadertg barevalodeleon usaidguate congresoguate prefiero vendan usaid patria pacto corruptos tal vez administran mejor nación,,0
doodiegt,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Parate frente a un espejo y preguntate lo estúpido que sos? Reclamando muladas. Obvio, es una donación, sino ponen ese sello deberia de tener la nomeclatura del inventario pero no existe compra ni gasto que ampare la misma, es transparencia.",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,vadertg barevalodeleon usaidguate congresoguate parate frente espejo preguntate estúpido sos reclamando muladas obvio donación sino ponen sello deberia tener nomeclatura inventario existe compra gasto ampare misma transparencia,,0
santanachapin,"@Factor4_GT @BArevalodeLeon El arte siempre fue abandonado, el esfuerzo por vincular a niños y jóvenes a estas clases es aplaudible sin embargo sigo pensando que si la muni inició esta buena escuela son ellos quienes deben responder.  veamos los datos tambien: cuantos son los estudiantes Cúanto el costo",,"Factor4_GT, BArevalodeLeon",,gt barevalodeleon arte siempre abandonado esfuerzo vincular niños jóvenes clases aplaudible embargo sigo pensando si muni inició buena escuela deben responder veamos datos tambien cuantos estudiantes cúanto costo,,0
MariaBonita9697,"@Tumbadorense @EmisorasUnidas @mingobguate @Ejercito_GT @BArevalodeLeon Puta, ahora resulta que no existen los accidentes. Todo lo vuelven problema.",,"Tumbadorense, EmisorasUnidas, mingobguate, Ejercito_GT, BArevalodeLeon",,tumbadorense emisorasunidas mingobguate ejercito gt barevalodeleon puta ahora resulta existen accidentes vuelven problema,,0
claudiarod14rod,@MendiaMariela @BArevalodeLeon El inepto necesita que todos sus trabajadores lo defiendan,,"MendiaMariela, BArevalodeLeon",,mendiamariela barevalodeleon inepto necesita trabajadores defiendan,,0
RRolob,"@IvanDuque @BArevalodeLeon BOLA E' GRASA DEVUELVA TODO  LO QUE SE ROBÓ Y LO QUE ROBÓ SU MAMÁ TAMBIEN .
LADRÓN   LADRÓN  . https://t.co/xOkNhktQkr",,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon bola grasa devuelva robó robó mamá tambien ladrón ladrón,,0
AlvaradoAnaite,"Quiché ya no con @BArevalodeLeon 👋🏻 y sus tranzas 🤷🏻‍♀️. Bien por ellos.  

 https://t.co/vTalJbLjlO",,BArevalodeLeon,,quiché barevalodeleon tranzas bien,👋🏻 🤷🏻‍♀️,2
adolforojas07,"@BArevalodeLeon 
Acá queda demostrados que semia  no quieren trabajar en favor del pueblo, querían quitar de agenda el beneficio a las clases pasivas, pero la ampliación de presupuesto si la  propusieron y gestionaron de inmediato",,BArevalodeLeon,Eriol_Gt,barevalodeleon acá queda demostrados semia quieren trabajar favor pueblo querían quitar agenda beneficio clases pasivas ampliación presupuesto si propusieron gestionaron inmediato,,0
Eriol_Gt,Hasta aquí sonó el chipotazo de hocico que le dio @AlvaroArzuE a la Tiki en Bolsa @AVillagran502 🤣,,"AlvaroArzuE, AVillagran502",,aquí sonó chipotazo hocico dio alvaroarzue tiki bolsa,🤣,1
Lachogt1,"@RafaelCarrerra @BArevalodeLeon Semillero  y lo que querrás pero no veo falla en su lógica, llebamos años en la mierda solo que ahora estamos en otra mierda ,  personajes que en su momento también tomaban ""decisiones""",,"RafaelCarrerra, BArevalodeLeon",,rafaelcarrerra barevalodeleon semillero querrás veo falla lógica llebamos años mierda solo ahora mierda personajes momento tomaban decisiones,,0
AndrsVa96658459,@IvanDuque @BArevalodeLeon Viejas sabroso con lo que te robaste de las r Galias y las reservas de oro.  O quien financia todos esos viajes,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon viejas sabroso robaste r galias reservas oro financia viajes,,0
pollosdb,"@Ejercito_GT La nueva primavera... @santipalomov , comunicado incompleto presentándose como víctimas, no mencionan nada de los disparos... Ahora @msemillagt defensor del ejército. Solo faltará la foto de @BArevalodeLeon con el @SrMindefGT y nana Winter tomando café",,"Ejercito_GT, santipalomov, msemillagt, BArevalodeLeon, SrMindefGT",,ejercito gt nueva primavera santipalomov comunicado incompleto presentándose víctimas mencionan disparos ahora msemillagt defensor ejército solo faltará foto barevalodeleon srmindefgt nana winter tomando café,,0
karranch0,@IvanDuque @BArevalodeLeon Vaya el q más debadtó la selva ¿ahora tirandoselas de defensor de la naturaleza?  Hable os de pegadus más bien https://t.co/5mrkMrfPJE,,"IvanDuque, BArevalodeLeon",,ivanduque barevalodeleon vaya q debadtó selva ahora tirandoselas defensor naturaleza hable pegadus bien,,0
